F9_00_ORG_ADDR_CITY,F9_00_ORG_ADDR_STATE,F9_09_EXP_FEE_SVC_ACC_TOT,F9_10_LIAB_ACC_PAYABLE_EOY,F9_10_ASSET_ACC_NET_EOY,F9_09_EXP_AD_PROMO_TOT,F9_09_EXP_BEN_PAID_MEMB_TOT,F9_10_NAFB_CAP_STCK_EOY,F9_09_EXP_COMP_DSQ_PERS_TOT,F9_09_EXP_CONF_MEETING_TOT,F9_10_ASSET_LOAN_OFF_EOY,F9_10_LIAB_REV_DEFERRED_EOY,F9_09_EXP_DEPREC_TOT,F9_00_ORG_EIN,F9_10_LIAB_ESCROW_ACC_EOY,SA_03_PUB_AMT_CONTR_SBST_TOT,SA_02_PUB_CONTR_SBST_TOT,F9_05_NUM_FORM_1096_BOX_3,F9_05_170C_NUM_FORM_8282_FILED_X,F9_09_EXP_FEE_SVC_INVEST_TOT,F9_09_EXP_FEE_SVC_LOB_TOT,F9_09_EXP_FEE_SVC_MGMT_TOT,F9_09_EXP_FEE_SVC_OTH_TOT,F9_05_NUM_FORM_W2G,SA_02_PUB_GIFT_GRANT_CONTR_TOT,F9_08_REV_OTH_SALE_GAIN_NET_TOT,F9_09_EXP_GRANT_US_INDIV_TOT,F9_10_LIAB_GRANT_PAYABLE_EOY,F9_09_EXP_GRANT_FRGN_TOT,F9_09_EXP_GRANT_US_ORG_TOT,SA_02_TOT_INCOME_GRO_TOT,SA_03_TOT_INCOME_GRO_TOT,F9_08_REV_OTH_FUNDR_EVNT_1,F9_08_REV_OTH_GAMING,F9_05_501C7_GRO_RCPT_PUB_USE,SA_03_PUB_GRO_RCPT_NONUBIZ_TOT,SA_03_PUB_GRO_RCPT_ADM_TOT,SA_02_TOT_GRO_RCPT_RLTD_ACTS,F9_08_REV_OTH_RENT_GRO_PERS,F9_08_REV_OTH_RENT_GRO_REAL,F9_09_EXP_INFO_TECH_TOT,F9_09_EXP_INSURANCE_TOT,F9_10_ASSET_INTANGIBLE_EOY,F9_09_EXP_INT_TOT,F9_10_ASSET_INV_SALE_EOY,F9_10_ASSET_INVEST_SEC_EOY,F9_10_ASSET_INVEST_SEC_OTH_EOY,F9_10_ASSET_INVEST_PROG_RLTD_EOY,F9_09_EXP_FEE_SVC_LEGAL_TOT,F9_08_REV_OTH_FUNDR_DIRECT_EXP,F9_08_REV_OTH_GAMING_DIRECT_EXP,F9_08_REV_MISC_BIZCODE,F9_08_REV_MISC_BIZCODE_2,F9_08_REV_MISC_BIZCODE_3,F9_08_REV_MISC_OTH_TOT,F9_08_REV_OTH_FUNDR_NET_TOT,F9_08_REV_OTH_GAMING_NET_TOT,SA_02_TOT_INCOME_NET_UBIZ_TOT,SA_03_TOT_INCOME_NET_UBIZ_TOT,F9_07_COMP_KONTR_NUM_GT_100K,F9_05_NUM_EMPL,F9_07_COMP_DTK_NUM_GT_100K,F9_10_ASSET_CASH_EOY,F9_10_ASSET_NOTE_LOAN_NET_EOY,F9_09_EXP_OCCUPANCY_TOT,F9_09_EXP_OFFICE_TOT,F9_10_ASSET_OTH_EOY,F9_09_EXP_OTH_EMPL_BEN_TOT,F9_09_EXP_OTH_TOT,F9_09_EXP_OTH_TOT_2,F9_09_EXP_OTH_TOT_3,F9_09_EXP_OTH_TOT_4,SA_02_TOT_INCOME_OTH_TOT,SA_03_TOT_INCOME_OTH_TOT,F9_10_LIAB_OTH_EOY,F9_10_NAFB_CAP_SURPLUS_EOY,F9_10_LIAB_LOAN_OFF_EOY,F9_09_EXP_PENSION_CONTR_TOT,F9_10_NAFB_RESTRICT_PERM_EOY,F9_10_ASSET_PLEDGE_NET_EOY,F9_10_ASSET_EXP_PREPAID_EOY,SA_02_PUB_SUPPORT_TOT,SA_03_PUB_SUPPORT_TOT,SA_02_PUB_TOT_L123_TOT,SA_03_PUB_TOT_L1_5_TOT,F9_09_EXP_PAY_AFFIL_TOT,F9_05_501C29_RESERVE_MAINT_AMT,F9_10_ASSET_LOAN_DSQ_PERS_EOY,SA_03_PUB_AMT_PERS_DSQ_TOT,F9_08_REV_OTH_RENT_LESS_EXP_PERS,F9_08_REV_OTH_RENT_LESS_EXP_REAL,F9_08_REV_OTH_RENT_INCOME_PERS,F9_08_REV_OTH_RENT_INCOME_REAL,F9_09_EXP_ROY_TOT,F9_08_REV_OTH_ROY_TOT,SA_02_TOT_AMT_L4_CY_TOT,SA_03_TOT_AMT_L6_TOT,SA_02_PUB_VALUE_SVC_GOVT_TOT,SA_03_PUB_VALUE_SVC_GOVT_TOT,SA_03_PUB_ADD_L7AB_TOT,SA_03_TOT_ADD_L10AB_TOT,F9_10_ASSET_SAVING_EOY,F9_00_TAX_PERIOD_END_DATE,F9_10_NAFB_RESTRICT_TEMP_EOY,SA_03_PUB_GIFT_GRANT_CONTR_TOT,F9_10_NAFB_TOT_LIAB_NAFB_EOY,SA_01_PCSTAT_SUPPORT_ORG_NUM,F9_08_REV_PROG_TOT,F9_08_REV_PROG_TOT_2,F9_08_REV_PROG_TOT_3,F9_08_REV_PROG_TOT_4,F9_08_REV_PROG_TOT_5,F9_08_REV_PROG_OTH_TOT,SA_02_TOT_SUPPORT_TOT,SA_03_TOT_SUPPORT_TOT,F9_09_EXP_TRAVEL_TOT,F9_09_EXP_TRAVEL_ENTMT_TOT,F9_08_REV_OTH_INVEST_BOND_TOT,SA_02_PUB_TAXREV_LEVIED_TOT,SA_03_PUB_TAXREV_LEVIED_TOT,SA_03_TOT_INCOME_UBIZ_TOT,F9_10_NAFB_UNRESTRICT_EOY,F9_10_LIAB_NOTE_UNSEC_EOY,TAX_YEAR,F9_00_TAX_YEAR,F9_10_ASSET_LAND_BLDG_NET_EOY,F9_00_TAX_PERIOD_BEGIN_DATE,F9_07_COMP_DTK_COMP_RLTD,F9_07_COMP_DTK_COMP_OTH,F9_07_COMP_DTK_COMP_ORG,SA_01_PCSTAT_ORG_AMT_SUPPORT_TOT,GEO_ZIP5,F9_03_PROG_CODE,F9_03_PROG_CODE_2,F9_03_PROG_CODE_3,F9_00_EXEMPT_STAT_501C3_X,F9_08_REV_MISC_OTH_RLTD,F9_08_REV_MISC_OTH_UBIZ,F9_08_REV_MISC_OTH_EXCL,F9_09_EXP_OTH_TOT_5,F9_09_EXP_OTH_TOT_6,F9_08_REV_PROG_DESC,F9_08_REV_PROG_DESC_2,F9_08_REV_PROG_DESC_3,F9_08_REV_PROG_DESC_4,F9_08_REV_PROG_DESC_5,DUP_RTRN_X,Percent_Unhealthy_Days
DOVER,DE,344182.0,928077,297354.0,136742.0,458,0.0,0.0,572445.0,0.0,397444.0,2060649.0,19194065636,0.0,3317795.0,3756052,275,0,26855.0,0.0,272983.0,696346,0,82629359,411426.0,81977.0,0.0,6528.0,8146042.0,3086619,137624.0,1583033.0,0.0,0,534178,11926435,24049280,0,160050.0,89048,458023.0,0.0,716161.0,179572.0,38680043,2668907,204054.0,52731.0,557212.0,0,6480909.0,1432099.0,0.0,895308.0,1025821.0,0.0,29130.0,29217.0,3,637,6,9942736.0,5567175,1768407.0,905424,5581109,892750.0,6949069,1304909,1035290,365240.0,1276867.0,1542.0,2266072,267250,43045.0,182540.0,0.0,5800578.0,266613.0,80450964,14430797,84207016,17863642,163033.0,0,0.0,115050.0,0,105498.0,0,54552.0,0.0,45185.0,84207016,17863642,1577657.0,0.0,3432845.0,137624.0,6418493,8077701,0.0,5403029.0,125865701,1,10201365,2858306,373868,184510.0,152763.0,305886,88599632,18032025,355367.0,0,0,0.0,0,0.0,0.0,775369,80760,80773.0,50259067.0,807717.0,2293049.0,262453.0,1442054.0,1974867.0,796086.0,6210.0,3210.0,2312.0,534.0,141726.0,0.0,0.0,0.0,562411.0,14211436.0,4171240.0,1800198.0,0.0,0.0,0,0.0
DUBOIS,PA,289330.0,4570838,2367657.0,146508.0,0,0.0,0.0,12610.0,0.0,4103251.0,2689767.0,5791677010,59981.0,0.0,0,80,0,24349.0,0.0,319211.0,3212896,0,14401356,360535.0,7703.0,0.0,226801.0,683255.0,601120,783760.0,85481.0,26132.0,0,0,98386503,86338,50,20045.0,97598,2476540.0,0.0,596450.0,170192.0,4194760,3958229,0.0,151039.0,23284.0,26216,1800198.0,900099.0,900099.0,1656157.0,62197.0,-84.0,0.0,0.0,3,1003,1,3951443.0,40892,1436820.0,146481,4820204,1339012.0,4824505,875987,333496,167787.0,18115.0,3094304.0,1855618,359792,5415191.0,246745.0,0.0,546493.0,648605.0,14907569,180946422,14907569,180946422,0.0,0,0.0,0.0,0,8062.0,50,11983.0,0.0,0.0,14907569,180946422,192000.0,0.0,0.0,783760.0,5834977,3029052,0.0,3860788.0,64991833,2,26868397,370854,9750077,0.0,0.0,0,15526804,184824486,800947.0,0,0,314213.0,78699131,0.0,500796.0,24714,30285,30289.0,38458381.0,302887.0,0.0,84854.0,456646.0,234803.0,237015.0,2438.0,481.0,908.0,211.0,397726.0,16093.0,13946.0,0.0,67060.0,5009538.0,3497419.0,1523099.0,0.0,0.0,0,0.0
DURANGO,CO,497815.0,1901419,2825252.0,245597.0,0,0.0,0.0,414890.0,303388.0,580028.0,1403231.0,33793559672,1769.0,66060.0,2612295,436,0,20123.0,10000.0,272580.0,1751983,0,181878255,102809.0,89469.0,254429.0,715125.0,3626496.0,3290031,247405.0,1087775.0,0.0,0,0,10308692,22255545,0,118311.0,228774,531855.0,15070.0,314210.0,228990.0,5096502,2662600,186756.0,70763.0,566236.0,0,11136989.0,900099.0,900099.0,2137907.0,521539.0,0.0,58594.0,0.0,4,2906,9,14124095.0,5873206,2037500.0,603704,1936451,2836568.0,5333460,1683271,877398,439036.0,1569371.0,17322.0,17921552,0,116818.0,111910.0,0.0,4654479.0,401410.0,179730886,54612322,182343181,54894167,37645.0,0,0.0,215785.0,0,33847.0,0,84464.0,1225.0,0.0,182343181,54894167,464926.0,0.0,281845.0,247405.0,20519050,11510016,0.0,44585475.0,82149295,0,8419986,1617594,125780,347764.0,99889.0,28997,187261177,55158894,1763431.0,672,3619,0.0,0,0.0,325728.0,446082,115083,115094.0,23322046.0,1150930.0,25913.0,84414.0,3258024.0,0.0,4634195.0,10541.0,4823.0,602.0,797.0,183790.0,20287.0,-45891.0,0.0,1258306.0,13103440.0,4634847.0,2222919.0,1511809.0,900099.0,0,0.0
DYERSBURG,TN,58041.0,165766,67362.0,49523.0,0,0.0,0.0,5969.0,0.0,12325.0,232033.0,3563520540,0.0,0.0,0,19,0,56481.0,0.0,0.0,0,0,31162526,1081069.0,4390835.0,0.0,0.0,0.0,3054576,0.0,0.0,0.0,0,158019,495815,970168,0,84480.0,12301,119773.0,0.0,7651.0,27816.0,8811856,3025674,0.0,0.0,0.0,0,900001.0,900001.0,0.0,-489176.0,0.0,0.0,0.0,0.0,0,188,0,1021910.0,0,218202.0,83661,28012,43931.0,243688,98322,66459,128873.0,0.0,0.0,267104,411034,0.0,9372.0,5000.0,1998.0,7402.0,31162526,987444,31162526,987444,8660.0,0,0.0,0.0,0,0.0,0,84480.0,0.0,0.0,31162526,987444,0.0,0.0,0.0,0.0,315934,1413570,0.0,333610.0,17114401,0,631105,15150,0,0.0,0.0,0,34217102,987444,26612.0,0,0,0.0,0,0.0,1079041.0,0,14133,14135.0,3806437.0,141348.0,0.0,0.0,247841.0,0.0,266172.0,2704.0,766.0,937.0,98.0,5.0,0.0,0.0,0.0,41435.0,0.0,0.0,0.0,0.0,0.0,0,0.0
EAGLE PASS,TX,58568.0,437269,3163300.0,134987.0,6605,0.0,0.0,2186.0,1171.0,682096.0,660998.0,5569770075,0.0,0.0,51252,89,0,0.0,0.0,842.0,18795,0,2708761,0.0,32694.0,20348.0,235415.0,78480.0,0,303738.0,581636.0,0.0,0,275582,96026830,0,0,1384.0,497190,1423.0,0.0,953.0,63693.0,904086,297868,0.0,142248.0,605131.0,0,713900.0,0.0,0.0,7398.0,-23495.0,0.0,0.0,0.0,3,457,29,1317100.0,0,563941.0,133979,63830,1760533.0,1808249,3634041,397291,52935.0,0.0,421418.0,4765543,0,0.0,434087.0,0.0,536465.0,128170.0,2657509,136347669,2708761,136347669,0.0,0,0.0,0.0,0,0.0,0,1384.0,0.0,0.0,2708761,136347669,0.0,0.0,0.0,303738.0,8881936,1615390,0.0,40045257.0,24423011,0,25421202,476,24105,0.0,140976.0,0,2708761,137072825,266223.0,0,0,0.0,0,0.0,0.0,0,16152,16153.0,9065392.0,161529.0,0.0,800084.0,6395324.0,0.0,630820.0,2022.0,701.0,29.0,116.0,0.0,0.0,0.0,0.0,822375.0,1945020.0,611710.0,611710.0,0.0,611710.0,0,0.2949852507374631
EAST STROUDSBURG,PA,0.0,10358,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,256084075,0.0,0.0,11967,0,0,0.0,0.0,0.0,0,0,80303,-5171.0,0.0,0.0,0.0,0.0,193053,0.0,0.0,0.0,0,0,0,1907,0,0.0,0,0.0,0.0,0.0,5621.0,0,1153993,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,44261.0,0,0.0,0,0,0.0,32991,19195,10000,7150.0,128294.0,0.0,0,0,0.0,0.0,0.0,0.0,579.0,68336,0,80303,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,80303,0,0.0,0.0,0.0,0.0,0,201912,0.0,0.0,1204454,0,24520,10550,737,0.0,0.0,0,401650,0,0.0,0,0,0.0,0,0.0,0.0,0,2019,2019.0,0.0,20190.0,0.0,0.0,0.0,0.0,18301.0,59.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,13952.0,611710.0,611710.0,511130.0,0.0,0.0,0,0.0
EAU CLAIRE,WI,556387.0,26616396,10215004.0,277636.0,0,1430.0,273826.0,487297.0,0.0,717384.0,6150751.0,19281006488,852625.0,5924759.0,13700130,1474,0,109603.0,0.0,13882881.0,128270113,0,163019493,1619258.0,543576.0,5100.0,123605.0,5019327.0,3776758,9321182.0,1275251.0,54725.0,0,3704795,1052372396,28876378,0,274429.0,921014,824227.0,44561.0,2052596.0,1481681.0,50861686,2468593,0.0,116523.0,622263.0,13170,13932674.0,525100.0,0.0,187369.0,652988.0,41555.0,500625.0,0.0,163,2072,8,12905877.0,1061474,5651150.0,971115,27438941,3414222.0,16511178,2190397,1315068,814351.0,890323.0,145438.0,8807706,1001422,42533.0,913438.0,0.0,3517843.0,1096420.0,149319363,1060239108,163019493,1066673168,42896.0,0,0.0,509301.0,0,23986.0,0,250443.0,9178.0,0.0,163019493,1066673168,0.0,0.0,6434060.0,10767129.0,55710445,9692149,0.0,10595977.0,286699635,6,169106725,26080759,1933479,770226.0,504478.0,1853245,168187199,1077585735,613497.0,1685,0,0.0,0,1445947.0,179932.0,3290918,96912,96916.0,119897110.0,969156.0,409815.0,241249.0,2874969.0,575600.0,2625694.0,12105.0,6221.0,4053.0,703.0,931.0,0.0,492917.0,0.0,773177.0,21458079.0,14765400.0,7579199.0,4001939.0,3378259.0,0,0.0
EFFINGHAM,IL,61572.0,105616,0.0,203537.0,0,0.0,0.0,43455.0,0.0,665383.0,166468.0,3061070801,0.0,0.0,2005234,61,0,49985.0,0.0,0.0,13332,0,23323140,-13522.0,390928.0,18202.0,0.0,810423.0,2069884,3615.0,182953.0,0.0,0,2044522,1127528,9320503,0,546638.0,4651,76997.0,0.0,37699.0,4487.0,16186011,1440,0.0,27359.0,28780.0,0,2431218.0,0.0,0.0,-3139.0,154173.0,0.0,0.0,0.0,0,219,0,5313594.0,43497,610323.0,165092,481028,10585.0,1523573,318932,118460,64933.0,367092.0,6099.0,438743,0,0.0,0.0,0.0,1853918.0,91027.0,23179156,6112321,25184390,6112321,3093.0,0,0.0,0.0,0,0.0,0,546638.0,0.0,0.0,25184390,6112321,1861250.0,0.0,0.0,3615.0,3654563,1817385,118741.0,2940271.0,52025987,0,1744926,132701,103383,28723.0,7976.0,0,27621366,6122035,82867.0,0,0,0.0,0,0.0,503904.0,19753,18171,18173.0,24396422.0,181728.0,83654.0,0.0,304454.0,0.0,561609.0,2171.0,160.0,0.0,120.0,0.0,0.0,0.0,0.0,180684.0,1934160.0,711300.0,711300.0,711300.0,711300.0,0,0.0
EL CENTRO,CA,20775.0,14165,55944.0,10242.0,0,748911.0,0.0,10144.0,0.0,0.0,136095.0,4999060028,0.0,0.0,0,0,0,0.0,0.0,2023.0,97266,0,6182560,-62950.0,300.0,30000.0,770000.0,0.0,43664,29.0,145485.0,8769.0,0,45090,549198,179627,0,95394.0,5004,66769.0,0.0,2667.0,18847.0,740239,0,0.0,9772.0,49407.0,0,0.0,0.0,0.0,221301.0,96078.0,8769.0,0.0,0.0,0,57,0,1098527.0,5400,65679.0,31002,1048081,1206.0,843594,108991,84261,53474.0,76093.0,0.0,45541,0,0.0,0.0,0.0,77286.0,0.0,6182560,1672795,6182560,1672795,0.0,0,0.0,0.0,0,153517.0,0,-58123.0,0.0,0.0,6182560,1672795,0.0,0.0,0.0,29.0,77997,2221220,0.0,1078507.0,7253344,1,432615,114545,32668,0.0,0.0,0,6302317,1672824,15394.0,0,0,0.0,0,0.0,0.0,0,22209,22211.0,4131023.0,222108.0,0.0,0.0,147151.0,0.0,1014679.0,2994.0,924.0,60.0,151.0,4977.0,0.0,0.0,0.0,205205.0,713940.0,0.0,0.0,0.0,0.0,0,5.753424657534247
EL DORADO,AR,222318.0,2365104,718626.0,245097.0,0,0.0,3991712.0,25850.0,0.0,203540.0,1059336.0,13819714541,0.0,0.0,0,223,0,140285.0,0.0,59125.0,764738,0,61949827,4436073.0,150983.0,1397567.0,545549.0,1438114.0,1843287,132604.0,512525.0,0.0,0,0,3244852,872740,0,66815.0,95173,359566.0,0.0,60340.0,30234.0,10318122,100629281,0.0,96158.0,261392.0,0,6548685.0,0.0,0.0,47215.0,251133.0,0.0,0.0,0.0,8,792,8,3922650.0,4128872,1162110.0,467237,9335218,2332580.0,3306535,1008885,616631,468350.0,627695.0,0.0,646185,0,0.0,284839.0,0.0,3713771.0,237071.0,61949827,52476109,61949827,52476109,14399.0,0,0.0,0.0,0,18749.0,0,48066.0,0.0,0.0,61949827,52476109,0.0,0.0,0.0,132604.0,1125126,4240242,47935.0,49231257.0,158357056,2,4930049,603350,50869,46256.0,0.0,0,64420809,52608713,475597.0,0,1763,0.0,0,0.0,2379018.0,0,42399,42400.0,24198085.0,423999.0,0.0,60063.0,1589839.0,416839.0,1506333.0,5778.0,4025.0,1211.0,283.0,0.0,0.0,0.0,0.0,434504.0,7102406.0,4337397.0,1800198.0,1800198.0,0.0,0,0.0
EL PASO,TX,1010073.0,29030787,36716172.0,1309411.0,202000,4392114.0,158584.0,1578404.0,871.0,91946835.0,6930353.0,84526661431,312603.0,8217993.0,28990541,844,0,743802.0,0.0,645203.0,7054612,1107,435442665,6486931.0,8040422.0,6472495.0,2183905.0,29551296.0,12552509,2951958.0,2658303.0,107208.0,0,5974449,228869162,65467729,304689,6116991.0,2250070,2423917.0,197471.0,2865571.0,40042150.0,210778130,19962659,4540662.0,780333.0,1406548.0,60724,22969343.0,5961594.0,900099.0,3219135.0,1251755.0,46484.0,188382.0,0.0,35,4068,53,60697831.0,1006208,9562572.0,3923644,363160157,7179095.0,165051966,9099570,4787136,2392079.0,12517401.0,1396924.0,17380334,80775,488101.0,920995.0,0.0,10458920.0,1518835.0,412141866,707426384,441132407,716195857,113215.0,0,0.0,551480.0,252901,1264913.0,51788,4852078.0,38415.0,2242517.0,441132407,716195857,0.0,375000.0,8769473.0,2951958.0,34619073,29076434,0.0,463227246.0,913655135,24,62078499,5732411,6263657,871500.0,480330.0,77212669,466390699,720544739,2275990.0,71161,0,5689742.0,17750000,0.0,11664.0,19176959,290736,290748.0,129955996.0,2907468.0,4771091.0,1164953.0,10981345.0,4728041.0,11507889.0,28135.0,13311.0,3641.0,2100.0,469188.0,79124.0,14918.0,0.0,6197804.0,41127449.0,13711665.0,5520799.0,3458619.0,3458619.0,0,3.5616438356164384
ELKO,NV,191684.0,3430078,157894.0,65237.0,0,0.0,115149.0,11.0,0.0,400.0,482919.0,7278974172,0.0,0.0,797951,159,0,0.0,0.0,0.0,774796,0,19853266,60391.0,0.0,0.0,0.0,0.0,825437,0.0,473201.0,0.0,0,0,0,5036623,0,37791.0,11780,140468.0,112601.0,213486.0,121770.0,5367480,0,0.0,47482.0,1107.0,0,0.0,0.0,0.0,71193.0,472094.0,0.0,0.0,0.0,0,146,1,2060784.0,3488408,192574.0,135090,648000,98073.0,397102,176123,99251,87733.0,82337.0,0.0,19475,0,0.0,0.0,0.0,34943.0,17829.0,19055315,4749,19853266,4749,0.0,0,0.0,0.0,0,0.0,0,37791.0,0.0,305.0,19853266,4749,0.0,0.0,0.0,0.0,901687,1817490,0.0,4749.0,24607380,0,1421967,313526,244862,165165.0,0.0,0,20761040,4749,168116.0,0,0,0.0,0,0.0,0.0,22970,18171,18174.0,11695984.0,181737.0,0.0,0.0,314775.0,0.0,808219.0,2516.0,440.0,64.0,121.0,0.0,0.0,0.0,0.0,296037.0,1620520.0,561499.0,812900.0,0.0,0.0,0,0.0
ELLENSBURG,WA,83679.0,1870938,2311734.0,59448.0,0,0.0,0.0,52136.0,0.0,153333.0,1381740.0,11651464147,0.0,0.0,107331,183,0,40553.0,0.0,44562.0,608274,0,33726005,366058.0,1664145.0,0.0,0.0,217418.0,690088,559455.0,251563.0,0.0,0,0,4177260,1224351,0,97403.0,36038,284546.0,5572.0,77920.0,32478.0,8572366,0,0.0,21625.0,141507.0,0,1800198.0,0.0,0.0,50164.0,110056.0,0.0,0.0,0.0,2,600,8,3928859.0,418961,623034.0,737234,3795571,1578849.0,1319103,716463,526848,265240.0,374042.0,490483.0,900213,0,848795.0,885398.0,0.0,0.0,296443.0,33631694,77447525,33739025,77447525,225.0,0,0.0,0.0,0,60652.0,0,36751.0,0.0,0.0,33739025,77447525,13020.0,0.0,0.0,559455.0,1021070,3029053,0.0,73270265.0,35404985,3,10199932,6616786,28180,247022.0,0.0,0,34803155,78497463,751058.0,0,0,0.0,0,0.0,0.0,126621,30285,30289.0,15021931.0,302886.0,68788.0,377254.0,1303583.0,213918.0,1483890.0,1795.0,2996.0,1005.0,227.0,0.0,0.0,0.0,0.0,185344.0,5402647.0,3216439.0,624100.0,624100.0,0.0,0,0.0
EMPORIA,KS,200618.0,1133210,1829310.0,116732.0,0,2292763.0,527305.0,140059.0,0.0,584437.0,1083762.0,11121310446,15426.0,0.0,1419200,81,0,88472.0,0.0,0.0,3207909,0,51190346,5786.0,128081.0,0.0,0.0,2376522.0,2647604,298783.0,172628.0,66663.0,0,372892,34892740,29626478,0,137933.0,965402,227009.0,0.0,150304.0,142587.0,31908775,265508,302527.0,107611.0,74697.0,49730,7358918.0,4065787.0,2163099.0,59715.0,97931.0,16933.0,0.0,0.0,0,598,10,2571157.0,113060,1086724.0,532787,630843,1123069.0,1927950,712243,254189,124836.0,156261.0,295337.0,472372,0,0.0,686453.0,0.0,1407601.0,91880.0,50541064,53209806,51960264,53209806,10.0,0,0.0,0.0,0,68765.0,0,69168.0,0.0,804.0,51960264,53209806,98100.0,0.0,0.0,298783.0,8688292,4644164,0.0,14105090.0,59900324,2,14000876,1241404,187933,75955.0,0.0,631579,54764129,53803926,179625.0,0,0,671818.0,3839084,0.0,0.0,0,46437,46439.0,11948784.0,464388.0,1297984.0,532325.0,2364014.0,0.0,1536423.0,9169.0,3456.0,1099.0,323.0,100281.0,9040.0,326.0,0.0,216126.0,7763007.0,4710009.0,2484210.0,1860220.0,0.0,0,0.847457627118644
ERIE,PA,769607.0,20775272,13578439.0,1550537.0,13410,5988.0,84066.0,650543.0,0.0,3305394.0,11206792.0,24302242234,1143200.0,816081.0,39328939,679,0,2060259.0,0.0,1782362.0,12512374,0,374199782,6023708.0,3114696.0,5399098.0,1000.0,25125015.0,27495657,11067113.0,3973834.0,278431.0,0,1059252,430743999,89322534,1500,1164792.0,923481,2539162.0,979648.0,2725538.0,602165.0,198818247,174026993,1009285.0,577428.0,2093033.0,224258,22604515.0,6216384.0,561499.0,4813560.0,1880801.0,54173.0,91490.0,162458.0,17,3795,26,34351352.0,22700924,6890985.0,2880044,19847694,12893011.0,15146714,6100746,3985777,2890433.0,4539165.0,4956283.0,13520946,0,0.0,2326597.0,0.0,5492066.0,2375444.0,334870843,466665386,374199782,467957784,220749.0,0,0.0,476317.0,0,685182.0,1500,479610.0,272.0,2137.0,374199782,467957784,0.0,0.0,1292398.0,11067113.0,33247016,15549084,326375.0,36154533.0,661158999,2,113407637,19882495,4324321,1378391.0,10210.0,673386,406326094,484143638,3003576.0,0,741,0.0,0,0.0,3295618.0,12226154,155463,155483.0,154129726.0,1554810.0,1331600.0,857535.0,8174708.0,30592.0,1270981.0,19067.0,6954.0,3396.0,1036.0,37167.0,115.0,0.0,0.0,4872168.0,26931921.0,12285757.0,5605800.0,3645610.0,1235710.0,0,0.0
EUGENE,OR,734820.0,7046439,6365505.0,731652.0,92084,3651.0,1127420.0,1306314.0,222422.0,741147.0,3514001.0,67889963165,0.0,29525302.0,22256397,896,0,118612.0,113638.0,582665.0,6456338,0,206965038,610062.0,2145939.0,2690168.0,2220203.0,3500060.0,3952618,6657889.0,1953670.0,440.0,0,1208622,321831271,31442449,0,1120781.0,716251,1169534.0,386470.0,658982.0,1869133.0,37801428,5504395,0.0,755496.0,1342855.0,0,8177529.0,2694109.0,1441999.0,1976995.0,610815.0,440.0,189151.0,75516.0,38,3336,47,21603272.0,15284643,7064395.0,2768898,6587082,6818639.0,24001312,5906135,2938340,2095426.0,1019513.0,230282.0,20325804,1350,428547.0,2244424.0,0.0,2402622.0,1712790.0,186190685,389681031,208447082,429401988,374748.0,0,47474.0,10195655.0,0,548813.0,0,571968.0,61650.0,119.0,208447082,429401988,1482044.0,249600.0,39720957.0,7216549.0,53082730,19789064,0.0,106112495.0,251219798,2,71775590,14616958,1868008,511286.0,206356.0,403299,213608364,436924335,1866302.0,59625,0,0.0,0,558660.0,0.0,1708743,197862,197880.0,98349832.0,1978783.0,3340313.0,1443616.0,9497820.0,48889.0,9546257.0,19598.0,6852.0,4271.0,1395.0,9773.0,2455.0,7750.0,7241.0,3015233.0,19302223.0,10535479.0,5920249.0,3581629.0,2797019.0,0,2.191780821917808
EVANSTON,WY,61074.0,191730,54201.0,47186.0,0,0.0,0.0,4664.0,0.0,845.0,140317.0,3645307719,246477.0,0.0,0,10,0,30835.0,0.0,4020.0,205304,0,8855714,0.0,0.0,0.0,0.0,0.0,439876,2680.0,21950.0,0.0,0,0,0,0,0,0.0,12310,55562.0,2.0,0.0,0.0,923173,0,0.0,355.0,1304.0,0,0.0,0.0,0.0,0.0,20646.0,0.0,0.0,0.0,0,151,2,4061580.0,0,243682.0,88761,41452,183785.0,451354,99070,147690,37121.0,19453.0,0.0,1200,0,0.0,0.0,0.0,300264.0,3483.0,9102714,1620612,9102714,1620612,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,9102714,1620612,247000.0,0.0,0.0,2680.0,2469022,1009936,0.0,1620612.0,9022441,0,1110501,0,0,0.0,0.0,0,9562043,1623292,50443.0,0,0,0.0,0,0.0,0.0,362457,10095,10099.0,1169264.0,100986.0,0.0,0.0,268461.0,0.0,414650.0,1800.0,565.0,0.0,72.0,0.0,0.0,17223.0,0.0,75569.0,1153590.0,0.0,0.0,0.0,0.0,0,0.273972602739726
