F9_00_ORG_ADDR_CITY,F9_00_ORG_ADDR_STATE,F9_09_EXP_FEE_SVC_ACC_TOT,F9_10_LIAB_ACC_PAYABLE_EOY,F9_10_ASSET_ACC_NET_EOY,F9_09_EXP_AD_PROMO_TOT,F9_09_EXP_BEN_PAID_MEMB_TOT,F9_10_NAFB_CAP_STCK_EOY,F9_09_EXP_COMP_DSQ_PERS_TOT,F9_09_EXP_CONF_MEETING_TOT,F9_10_ASSET_LOAN_OFF_EOY,F9_10_LIAB_REV_DEFERRED_EOY,F9_09_EXP_DEPREC_TOT,F9_00_ORG_EIN,F9_10_LIAB_ESCROW_ACC_EOY,SA_03_PUB_AMT_CONTR_SBST_TOT,SA_02_PUB_CONTR_SBST_TOT,F9_05_NUM_FORM_1096_BOX_3,F9_05_170C_NUM_FORM_8282_FILED_X,F9_09_EXP_FEE_SVC_INVEST_TOT,F9_09_EXP_FEE_SVC_LOB_TOT,F9_09_EXP_FEE_SVC_MGMT_TOT,F9_09_EXP_FEE_SVC_OTH_TOT,F9_05_NUM_FORM_W2G,SA_02_PUB_GIFT_GRANT_CONTR_TOT,F9_08_REV_OTH_SALE_GAIN_NET_TOT,F9_09_EXP_GRANT_US_INDIV_TOT,F9_10_LIAB_GRANT_PAYABLE_EOY,F9_09_EXP_GRANT_FRGN_TOT,F9_09_EXP_GRANT_US_ORG_TOT,SA_02_TOT_INCOME_GRO_TOT,SA_03_TOT_INCOME_GRO_TOT,F9_08_REV_OTH_FUNDR_EVNT_1,F9_08_REV_OTH_GAMING,F9_05_501C7_GRO_RCPT_PUB_USE,SA_03_PUB_GRO_RCPT_NONUBIZ_TOT,SA_03_PUB_GRO_RCPT_ADM_TOT,SA_02_TOT_GRO_RCPT_RLTD_ACTS,F9_08_REV_OTH_RENT_GRO_PERS,F9_08_REV_OTH_RENT_GRO_REAL,F9_09_EXP_INFO_TECH_TOT,F9_09_EXP_INSURANCE_TOT,F9_10_ASSET_INTANGIBLE_EOY,F9_09_EXP_INT_TOT,F9_10_ASSET_INV_SALE_EOY,F9_10_ASSET_INVEST_SEC_EOY,F9_10_ASSET_INVEST_SEC_OTH_EOY,F9_10_ASSET_INVEST_PROG_RLTD_EOY,F9_09_EXP_FEE_SVC_LEGAL_TOT,F9_08_REV_OTH_FUNDR_DIRECT_EXP,F9_08_REV_OTH_GAMING_DIRECT_EXP,F9_08_REV_MISC_BIZCODE,F9_08_REV_MISC_BIZCODE_2,F9_08_REV_MISC_BIZCODE_3,F9_08_REV_MISC_OTH_TOT,F9_08_REV_OTH_FUNDR_NET_TOT,F9_08_REV_OTH_GAMING_NET_TOT,SA_02_TOT_INCOME_NET_UBIZ_TOT,SA_03_TOT_INCOME_NET_UBIZ_TOT,F9_07_COMP_KONTR_NUM_GT_100K,F9_05_NUM_EMPL,F9_07_COMP_DTK_NUM_GT_100K,F9_10_ASSET_CASH_EOY,F9_10_ASSET_NOTE_LOAN_NET_EOY,F9_09_EXP_OCCUPANCY_TOT,F9_09_EXP_OFFICE_TOT,F9_10_ASSET_OTH_EOY,F9_09_EXP_OTH_EMPL_BEN_TOT,F9_09_EXP_OTH_TOT,F9_09_EXP_OTH_TOT_2,F9_09_EXP_OTH_TOT_3,F9_09_EXP_OTH_TOT_4,SA_02_TOT_INCOME_OTH_TOT,SA_03_TOT_INCOME_OTH_TOT,F9_10_LIAB_OTH_EOY,F9_10_NAFB_CAP_SURPLUS_EOY,F9_10_LIAB_LOAN_OFF_EOY,F9_09_EXP_PENSION_CONTR_TOT,F9_10_NAFB_RESTRICT_PERM_EOY,F9_10_ASSET_PLEDGE_NET_EOY,F9_10_ASSET_EXP_PREPAID_EOY,SA_02_PUB_SUPPORT_TOT,SA_03_PUB_SUPPORT_TOT,SA_02_PUB_TOT_L123_TOT,SA_03_PUB_TOT_L1_5_TOT,F9_09_EXP_PAY_AFFIL_TOT,F9_05_501C29_RESERVE_MAINT_AMT,F9_10_ASSET_LOAN_DSQ_PERS_EOY,SA_03_PUB_AMT_PERS_DSQ_TOT,F9_08_REV_OTH_RENT_LESS_EXP_PERS,F9_08_REV_OTH_RENT_LESS_EXP_REAL,F9_08_REV_OTH_RENT_INCOME_PERS,F9_08_REV_OTH_RENT_INCOME_REAL,F9_09_EXP_ROY_TOT,F9_08_REV_OTH_ROY_TOT,SA_02_TOT_AMT_L4_CY_TOT,SA_03_TOT_AMT_L6_TOT,SA_02_PUB_VALUE_SVC_GOVT_TOT,SA_03_PUB_VALUE_SVC_GOVT_TOT,SA_03_PUB_ADD_L7AB_TOT,SA_03_TOT_ADD_L10AB_TOT,F9_10_ASSET_SAVING_EOY,F9_00_TAX_PERIOD_END_DATE,F9_10_NAFB_RESTRICT_TEMP_EOY,SA_03_PUB_GIFT_GRANT_CONTR_TOT,F9_10_NAFB_TOT_LIAB_NAFB_EOY,SA_01_PCSTAT_SUPPORT_ORG_NUM,F9_08_REV_PROG_TOT,F9_08_REV_PROG_TOT_2,F9_08_REV_PROG_TOT_3,F9_08_REV_PROG_TOT_4,F9_08_REV_PROG_TOT_5,F9_08_REV_PROG_OTH_TOT,SA_02_TOT_SUPPORT_TOT,SA_03_TOT_SUPPORT_TOT,F9_09_EXP_TRAVEL_TOT,F9_09_EXP_TRAVEL_ENTMT_TOT,F9_08_REV_OTH_INVEST_BOND_TOT,SA_02_PUB_TAXREV_LEVIED_TOT,SA_03_PUB_TAXREV_LEVIED_TOT,SA_03_TOT_INCOME_UBIZ_TOT,F9_10_NAFB_UNRESTRICT_EOY,F9_10_LIAB_NOTE_UNSEC_EOY,TAX_YEAR,F9_00_TAX_YEAR,F9_10_ASSET_LAND_BLDG_NET_EOY,F9_00_TAX_PERIOD_BEGIN_DATE,F9_07_COMP_DTK_COMP_RLTD,F9_07_COMP_DTK_COMP_OTH,F9_07_COMP_DTK_COMP_ORG,SA_01_PCSTAT_ORG_AMT_SUPPORT_TOT,GEO_ZIP5,F9_03_PROG_CODE,F9_03_PROG_CODE_2,F9_03_PROG_CODE_3,F9_00_EXEMPT_STAT_501C3_X,F9_08_REV_MISC_OTH_RLTD,F9_08_REV_MISC_OTH_UBIZ,F9_08_REV_MISC_OTH_EXCL,F9_09_EXP_OTH_TOT_5,F9_09_EXP_OTH_TOT_6,F9_08_REV_PROG_DESC,F9_08_REV_PROG_DESC_2,F9_08_REV_PROG_DESC_3,F9_08_REV_PROG_DESC_4,F9_08_REV_PROG_DESC_5,DUP_RTRN_X,Percent_Unhealthy_Days
LARAMIE,WY,225364.0,569758,441218.0,181852.0,5500,0.0,0.0,228711.0,0.0,133699.0,497299.0,17636854120,7472589.0,0.0,778517,96,0,277713.0,27.0,92088.0,173299,0,71773764,232562.0,0.0,2213845.0,0.0,4886997.0,14389562,17959.0,179802.0,0.0,0,42893,2429479,4016758,0,108900.0,145640,138804.0,203789.0,168095.0,89799.0,158125003,2416505,215316.0,72161.0,71181.0,0,1611399.0,900099.0,900099.0,1638401.0,108621.0,0.0,84644.0,0.0,0,194,4,1992963.0,44,660816.0,264515,629559,133708.0,2009238,1047629,587567,149964.0,1186767.0,70454.0,26109158,0,74878.0,13300.0,0.0,33707.0,57494.0,71150447,9590046,71928964,9608906,0.0,0,0.0,18860.0,0,72562.0,0,36338.0,0.0,0.0,71928964,9608906,155200.0,31938.0,18860.0,17959.0,9634960,4644160,65000.0,7104596.0,186757809,1,1678606,153834,34224,220733.0,0.0,0,87589937,9697319,230969.0,87,0,0.0,0,0.0,517027.0,623788,46437,46439.0,12917452.0,464388.0,0.0,3505.0,969796.0,46406.0,1887644.0,8435.0,2122.0,0.0,332.0,487032.0,115872.0,0.0,0.0,375845.0,2042929.0,452000.0,0.0,0.0,0.0,0,0.0
LAREDO,TX,743383.0,690572,572464.0,311829.0,0,2752596.0,0.0,99697.0,7710.0,1365330.0,1213223.0,18528041040,0.0,11460.0,4192112,268,0,103882.0,0.0,160344.0,386422,0,91863612,245612.0,3121091.0,0.0,1607917.0,1820792.0,2645871,2250529.0,1201418.0,0.0,0,0,7756194,3684657,0,737800.0,562744,174175.0,0.0,499402.0,189503.0,14818225,5429152,1022456.0,8890.0,453663.0,0,2253508.0,713990.0,0.0,2976764.0,747755.0,0.0,0.0,31037.0,5,587,11,7127320.0,114951,1251833.0,1126395,1066480,1796804.0,3155881,1861902,1163196,626425.0,2383261.0,5206.0,1044779,0,0.0,132512.0,0.0,1926471.0,284474.0,87671500,22703004,91863612,23200784,208852.0,0,0.0,486320.0,0,492082.0,0,245718.0,6493.0,88922.0,91863612,23200784,0.0,0.0,497780.0,2250529.0,5504478,6461458,0.0,15444590.0,64013005,0,14069657,387518,50664,0.0,0.0,34,96892744,25487556,226714.0,0,0,0.0,0,0.0,2276215.0,0,64608,64611.0,25949321.0,646107.0,0.0,98058.0,2985957.0,0.0,2497342.0,7001.0,1771.0,40.0,477.0,1230308.0,325.0,19019.0,0.0,912217.0,6781635.0,1764612.0,1053420.0,531110.0,0.0,0,0.273972602739726
LAS CRUCES,NM,216208.0,4665180,3995998.0,150809.0,0,9843638.0,0.0,432715.0,0.0,585157.0,843122.0,33355509447,0.0,154877.0,3426109,512,0,11147.0,0.0,169674.0,2434926,17,29564569,265357.0,2317203.0,0.0,2600.0,1241820.0,1680102,1484475.0,660899.0,0.0,0,5417190,203914071,2667780,0,1142542.0,137627,825013.0,155.0,583709.0,354405.0,17099853,885840,0.0,55574.0,302279.0,0,1524299.0,900099.0,0.0,252916.0,358620.0,0.0,70815.0,493573.0,1,1295,16,25733810.0,4261250,2111920.0,372672,2800908,3871584.0,5811612,2212125,1566955,1115035.0,356852.0,1821259.0,5347168,0,94499.0,7743.0,0.0,994743.0,367922.0,26822481,308256375,30248590,308411252,11330.0,0,176500.0,0.0,0,129796.0,0,1012746.0,6731.0,0.0,30248590,308411252,684021.0,0.0,154877.0,1502913.0,12052291,10904559,0.0,99079991.0,104600474,3,51071652,1023279,290139,58566.0,26307.0,18280,32356359,312228997,503813.0,0,0,0.0,0,18438.0,176332.0,11265702,109026,109040.0,35876799.0,1090387.0,316482.0,154893.0,4623968.0,202500.0,4752243.0,10768.0,3929.0,0.0,735.0,10220.0,475045.0,-1100.0,0.0,4373620.0,7259670.0,3809939.0,2042919.0,0.0,0.0,0,6.575342465753424
LAWRENCEBURG,TN,16711.0,30087,31012.0,1141.0,62499,0.0,0.0,427.0,0.0,2960.0,109359.0,3412884380,0.0,0.0,0,26,0,0.0,0.0,43800.0,62030,0,3865873,253.0,182554.0,0.0,0.0,0.0,5803,0.0,0.0,0.0,0,0,351071,1252319,0,0.0,3163,30576.0,2755.0,31524.0,0.0,1928539,0,0.0,750.0,0.0,0,531110.0,531110.0,0.0,24696.0,0.0,0.0,0.0,0.0,0,14,0,743574.0,0,193692.0,36255,293639,0.0,197115,97764,49311,27434.0,156601.0,11295.0,265501,0,0.0,0.0,0.0,0.0,371.0,3865873,1863119,3865873,1863119,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3865873,1863119,0.0,0.0,0.0,0.0,808661,1211660,0.0,1512048.0,5190222,0,240406,0,0,0.0,0.0,0,4028277,1874414,880.0,0,0,0.0,0,0.0,0.0,8525,12114,12116.0,1381671.0,121158.0,0.0,0.0,11510.0,0.0,230784.0,422.0,0.0,0.0,77.0,5306.0,0.0,1158.0,0.0,130768.0,531110.0,0.0,0.0,0.0,0.0,0,0.0
LAWTON,OK,114894.0,612876,148353.0,230090.0,0,1280764.0,591187.0,9215.0,0.0,107785.0,1274811.0,15394757004,0.0,0.0,519057,279,0,7026.0,0.0,8167.0,203968,3,57131383,31644.0,326638.0,38773.0,0.0,195211.0,76796,139441.0,213539.0,1119495.0,0,123389,8521807,9700315,0,27296.0,27947,316325.0,0.0,229073.0,797177.0,1199845,20607,0.0,63647.0,96923.0,1115964,1713509.0,0.0,0.0,58000.0,116616.0,3531.0,0.0,580.0,0,844,1,4696723.0,0,1126229.0,348930,1743562,348350.0,3501228,1031500,472479,199284.0,346223.0,224527.0,314857,0,127007.0,123379.0,0.0,3800.0,235500.0,56612326,13237009,57131383,13237009,22105.0,0,0.0,0.0,0,25651.0,0,1645.0,0.0,558.0,57131383,13237009,0.0,0.0,0.0,139441.0,2589784,4644163,0.0,4591813.0,25261218,1,4901655,613321,178,0.0,0.0,15250,57554402,13601557,156514.0,0,0,0.0,0,0.0,0.0,0,46437,46439.0,13825867.0,464388.0,3500.0,16604.0,385394.0,138380.0,1690561.0,6850.0,1140.0,29.0,350.0,24187.0,2838.0,880.0,0.0,181234.0,7418957.0,1155420.0,900099.0,0.0,0.0,0,0.0
LEBANON,PA,236815.0,866500,504249.0,323665.0,0,0.0,0.0,110334.0,0.0,1485225.0,1337852.0,12401573268,0.0,107430.0,1512839,138,0,9148.0,0.0,0.0,157456,0,42592776,53952.0,26257.0,0.0,454744.0,236188.0,784588,313626.0,857738.0,888654.0,0,2547937,18396345,9362879,15236,226293.0,119214,408508.0,27841.0,416249.0,1741249.0,5282583,13000,2161811.0,59893.0,413271.0,652783,8663891.0,2700297.0,900099.0,44631.0,444467.0,235871.0,371335.0,190043.0,0,605,1,3591720.0,401429,2118640.0,833241,1549422,1174613.0,2810680,587563,444170,294956.0,428720.0,631043.0,667445,0,0.0,92944.0,0.0,444858.0,264535.0,41079937,57558561,42592776,57754433,0.0,0,0.0,88442.0,3777,116580.0,11459,109713.0,0.0,0.0,42592776,57754433,0.0,0.0,195872.0,313626.0,8261556,9289365,0.0,36810151.0,52903875,0,4774242,1602812,242181,95852.0,53310.0,8174,44177419,58889145,444274.0,0,0,0.0,0,0.0,0.0,245976,92874,92889.0,28659622.0,928875.0,92172.0,185584.0,1578380.0,0.0,783980.0,9893.0,935.0,889.0,635.0,7443.0,430.0,8.0,0.0,307330.0,14511341.0,5537918.0,4818798.0,2142709.0,611710.0,0,1.1111111111111112
LIMA,OH,663838.0,29963491,37816727.0,424691.0,10998,29659.0,100550.0,377038.0,0.0,2560342.0,15622681.0,18286959227,0.0,0.0,299886,916,0,306877.0,0.0,164701.0,36413742,0,217886404,540277.0,1415817.0,0.0,471470.0,1011438.0,2143796,134969.0,477534.0,385571.0,0,1205472,135397041,25853505,0,1543347.0,1383911,2955519.0,5886.0,3281028.0,5031064.0,84292741,46452994,0.0,1094316.0,515640.0,106431,13002316.0,6583092.0,2143097.0,2709318.0,-38106.0,279140.0,0.0,25715.0,100,3918,197,19424086.0,3100575,7275870.0,11570483,166832721,19009735.0,45825042,18827890,15011435,1102400.0,1386895.0,31738.0,184967314,0,2500.0,3101644.0,0.0,783343.0,4348669.0,227894993,182190388,228194879,182190388,48085.0,0,0.0,0.0,0,554083.0,0,989264.0,0.0,0.0,228194879,182190388,5668768.0,0.0,0.0,134969.0,35631755,10096067,0.0,42850917.0,554250458,10,281252572,7050842,1515137,509501.0,14134165.0,1017069,231725570,182382810,1152802.0,4728,0,4639707.0,2736958,0.0,17965386.0,327924,100950,100955.0,150529897.0,1009547.0,7783916.0,3110988.0,14567509.0,851690.0,2290126.0,11817.0,1226.0,776.0,681.0,1006385.0,955093.0,699907.0,0.0,8658230.0,13672532.0,6909314.0,4565905.0,2421696.0,1521597.0,0,0.0
LINCOLN,NE,2035843.0,112843110,104708564.0,4915155.0,61526,18881558.0,65037.0,2630717.0,95557.0,5690296.0,67546058.0,87358306494,33193141.0,3893666.0,118266033,3426,7,3410943.0,209686.0,1008485.0,89914802,1305,1057493177,5966712.0,16674644.0,2221503.0,484534.0,75987682.0,50852736,9389831.0,2926610.0,84551.0,0,934015,683565404,212721845,0,2435061.0,18463905,4783841.0,5461309.0,5305697.0,23826165.0,818712739,63097651,43196354.0,1077481.0,1322960.0,42339,49422487.0,11508592.0,3153607.0,13794536.0,1603650.0,42212.0,135284.0,938188.0,197,12945,460,56993476.0,24602015,30405341.0,27384374,87849854,61964662.0,187157724,42145801,20798324,9250651.0,6004037.0,5372853.0,89134009,2881052,920852.0,19207192.0,0.0,42441809.0,13932480.0,939417145,886720015,1057683177,892178354,920648.0,0,6000.0,1564673.0,0,1616017.0,0,819044.0,7823.0,174435.0,1057683177,892178354,190000.0,0.0,5458339.0,9505861.0,318725973,39376462,480531.0,205554045.0,2253155124,30,771962896,71773204,22545602,23242756.0,7231468.0,521862,1114675234,907995256,4729200.0,39207,0,0.0,2124890,116030.0,4834182.0,14941558,393705,393744.0,649505178.0,3937402.0,16164177.0,3972691.0,35857194.0,14421254.0,13359750.0,47312.0,20980.0,6380.0,2775.0,248284.0,1164042.0,6289361.0,0.0,22319118.0,64300130.0,32890598.0,18844305.0,11306179.0,7490728.0,0,0.0
LONGVIEW,TX,175523.0,6853438,4251139.0,395161.0,12170,13200131.0,151694.0,463669.0,0.0,575075.0,1493577.0,24492000149,0.0,0.0,1355690,262,0,10343.0,0.0,9800.0,2880803,1,47288224,-28119.0,1275327.0,0.0,267084.0,924072.0,323503,215454.0,1438572.0,6380.0,0,218249,78599579,54357584,0,113178.0,446582,424203.0,87587.0,159433.0,325702.0,13477056,100386,929294.0,6986.0,464261.0,5003,3768112.0,2424298.0,624100.0,740199.0,974311.0,1377.0,68606.0,0.0,5,999,25,8462662.0,3376,4182824.0,844795,2025876,1779303.0,13529233,2752566,1923650,1494898.0,432890.0,224932.0,1214377,0,250.0,162256.0,0.0,917615.0,523464.0,45932534,124054201,47288224,124054201,6403.0,0,0.0,0.0,0,64917.0,0,48261.0,0.0,804772.0,47288224,124054201,0.0,0.0,0.0,215454.0,3756624,8682868,0.0,45236373.0,56193162,1,36437395,9585529,3247580,13785.0,4946.0,3012,48113223,124494587,903743.0,0,0,0.0,0,0.0,0.0,1217314,86817,86824.0,21332381.0,868233.0,24000.0,103174.0,5449657.0,781261.0,3250973.0,5434.0,3937.0,726.0,586.0,209134.0,22802.0,23963.0,0.0,3003128.0,9322919.0,5695530.0,2496990.0,0.0,511120.0,0,0.1385041551246537
LOS ALAMOS,NM,63608.0,218878,163336.0,27669.0,0,0.0,0.0,37885.0,0.0,50709.0,130714.0,6076312030,0.0,0.0,2257638,48,0,4439.0,0.0,34500.0,89401,0,12334699,15227.0,180461.0,497.0,2800.0,604299.0,79510,31106.0,42980.0,0.0,0,0,8345908,11502983,0,0.0,64680,120622.0,1661.0,71059.0,63842.0,744053,0,0.0,3052.0,53255.0,0,0.0,0.0,0.0,38700.0,-10275.0,0.0,0.0,0.0,0,325,1,765500.0,18000,377745.0,211079,468130,107096.0,319890,205113,50654,22082.0,113414.0,0.0,33769,0,0.0,68436.0,0.0,263977.0,9399.0,10077061,8911377,12334699,8911377,46834.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,12334699,8911377,0.0,0.0,0.0,31106.0,2489596,2019402,0.0,565469.0,6134367,1,3193989,807689,811217,28806.0,1150.0,0,12527623,8942483,53992.0,0,0,0.0,0,0.0,0.0,1175387,20190,20193.0,1146873.0,201927.0,0.0,2930.0,666246.0,59319.0,875443.0,2143.0,1337.0,0.0,147.0,7092.0,0.0,0.0,0.0,28075.0,624100.0,0.0,0.0,0.0,0.0,0,0.0
LUBBOCK,TX,833099.0,7479086,4826730.0,1156099.0,22883,4926874.0,946115.0,824911.0,23071.0,1782036.0,7447919.0,60677191006,3191902.0,741970.0,40006970,20174,0,593509.0,0.0,1638435.0,21793313,3,425961949,3561497.0,1988313.0,760245.0,662266.0,22530691.0,15906287,3389966.0,3907303.0,7065677.0,0,952442,47854605,55223249,7661,1607859.0,1034093,2044182.0,4244568.0,1097840.0,4631124.0,152714814,11271272,208108.0,29571.0,2639401.0,6654863,13088912.0,4466828.0,900099.0,5312270.0,1267902.0,410814.0,1123502.0,19243.0,22,2887,28,27645058.0,1800253,6230698.0,1985492,5942685,4290898.0,25953574,6570626,1932071,1067097.0,12828824.0,273725.0,7799670,1021617,301182.0,910024.0,16375854.0,21072809.0,1145742.0,385954979,84285818,425961949,85253065,158895.0,0,0.0,225277.0,7074,496134.0,587,1111725.0,0.0,690833.0,425961949,85253065,0.0,0.0,967247.0,3389966.0,68765470,22211389,319510.0,36446018.0,438345439,22,30472164,5164537,1618982,209815.0,93664.0,172499,455820562,88935999,1653901.0,0,1591,0.0,0,0.0,23628690.0,269749,222090,222102.0,134053735.0,2221008.0,3803910.0,893391.0,7113255.0,20361892.0,8736745.0,20119.0,8749.0,4583.0,1604.0,187709.0,-309481.0,2105.0,0.0,4672675.0,25238863.0,12525029.0,9416369.0,6767389.0,2471710.0,0,0.303030303030303
LUDINGTON,MI,62229.0,93895,8527.0,119768.0,0,0.0,0.0,20558.0,0.0,312850.0,247962.0,2911602233,0.0,0.0,0,43,0,785.0,0.0,55608.0,48861,0,824716,0.0,4050.0,0.0,0.0,27285.0,133,48409.0,2062.0,0.0,0,11857,2311460,56,0,2225.0,36801,56816.0,0.0,2073.0,91316.0,0,0,429559.0,0.0,0.0,0,2973297.0,0.0,0.0,22863.0,2062.0,0.0,0.0,0.0,0,67,0,601390.0,0,254331.0,53175,664112,71848.0,134829,146720,174642,57156.0,0.0,45566.0,18270,0,0.0,5250.0,0.0,217507.0,927.0,824716,6123717,824716,6123717,0.0,0,0.0,0.0,10824,0.0,-10824,2225.0,0.0,0.0,824716,6123717,0.0,0.0,0.0,48409.0,336237,1615484,0.0,3800400.0,9986513,0,1237508,337241,38290,3617.0,0.0,0,824849,6217692,32426.0,0,0,0.0,0,0.0,0.0,245384,16152,16154.0,7636938.0,161538.0,0.0,0.0,154349.0,0.0,395448.0,2053.0,229.0,0.0,113.0,4667.0,0.0,0.0,0.0,104617.0,4289203.0,2966413.0,900099.0,0.0,0.0,0,0.0
LYNCHBURG,VA,876918.0,81752277,187633806.0,2376690.0,0,4481261.0,759519.0,3468062.0,0.0,14839892.0,47604494.0,30235786673,0.0,778262.0,5271972,970,0,2847777.0,0.0,3019362.0,162998457,0,167066818,21312257.0,1388371.0,799066.0,4040034.0,7671585.0,20273382,1450104.0,1408306.0,10852.0,0,2449982,20021696,91787741,7565,6015105.0,40309743,5726684.0,3300.0,16649683.0,24026311.0,582894367,270465915,5103718.0,4841943.0,760983.0,22201,17793169.0,3310009.0,900099.0,4351519.0,647323.0,-11349.0,104275.0,24638.0,265,10897,692,54709290.0,3383943,17634811.0,41244023,99716493,57752963.0,99807649,75967938,2425848,833024.0,795058.0,149110.0,176835393,0,80826.0,1360773.0,0.0,4038277.0,7994646.0,166712396,54967591,171984368,55940302,136110.0,0,0.0,194449.0,0,5016255.0,7565,998850.0,0.0,0.0,171984368,55940302,4917550.0,0.0,972711.0,1450104.0,9936623,12722144,0.0,33468624.0,1715408413,39,941276967,57055752,39073606,27913358.0,76264.0,-51795,193157083,57564154,2777111.0,307,0,0.0,0,0.0,1446190.0,1421415,127197,127215.0,465501724.0,1272133.0,3540626.0,1943481.0,13668622.0,7015355.0,1543697.0,19689.0,5310.0,2162.0,919.0,1544835.0,-356.0,20180.0,0.0,3064925.0,18772694.0,10828306.0,6762829.0,5513228.0,2844319.0,0,0.0
MACON,GA,349871.0,78925615,165289533.0,4661772.0,28439,470854.0,100622.0,1083669.0,28749322.0,18129069.0,42195772.0,31297118600,0.0,173235.0,14019162,1289,0,3091515.0,123342.0,3673449.0,231669771,4,265618922,87871572.0,765103.0,7961155.0,0.0,114395993.0,9646390,193554.0,1227144.0,21025.0,0,17825181,70148609,122410076,2600,3241328.0,7418144,12414748.0,672311.0,9324223.0,25096558.0,719672947,35030380,44595880.0,4461736.0,559894.0,0,10535146.0,2062879.0,1714009.0,3893630.0,667250.0,21025.0,18183.0,0.0,174,11134,637,88466775.0,382435,20036141.0,8904727,169319132,75619182.0,190607526,25287541,10194920,9204072.0,3203445.0,5233.0,188691571,0,7826.0,1479907.0,0.0,12827265.0,13522752.0,252766523,114145885,266785685,118744711,38542.0,0,0.0,4425591.0,0,995124.0,2600,2246204.0,29177.0,6104.0,266785685,118744711,1166763.0,0.0,4598826.0,193554.0,17763314,13124842,0.0,30770921.0,1908652467,2,963388705,64393493,16102135,7836464.0,2065280.0,519713,279653703,118943498,3737099.0,0,0,0.0,0,0.0,0.0,40253920,131235,131241.0,587263863.0,1312404.0,33764805.0,6667428.0,25399393.0,0.0,2028434.0,4757.0,4934.0,3277.0,858.0,212047.0,176557.0,-167937.0,0.0,7200129.0,16691178.0,10622827.0,6146879.0,3517010.0,3480374.0,0,0.8287292817679558
MADERA,CA,92474.0,3433430,2256611.0,194051.0,0,0.0,0.0,300.0,0.0,39305.0,2351040.0,7650523117,0.0,131943.0,0,84,0,78678.0,0.0,0.0,4085202,3,5043859,131858.0,0.0,0.0,0.0,148623.0,295,1028794.0,692849.0,1218504.0,0,0,8834685,133411,0,0.0,397838,230238.0,0.0,404203.0,168746.0,8362136,0,0.0,999.0,328527.0,416063,900099.0,0.0,0.0,40847.0,364322.0,802441.0,0.0,0.0,13,541,30,8869195.0,1575137,2110401.0,45573,4,4561978.0,3701809,325442,176181,136401.0,0.0,288815.0,0,0,0.0,0.0,0.0,297637.0,1198393.0,5043859,18142055,5043859,18273998,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,5043859,18273998,0.0,0.0,131943.0,1028794.0,3378474,2019214,0.0,9439313.0,62635927,0,31765832,3926987,0,0.0,0.0,1870037,5044154,19591607,274825.0,0,0,0.0,0,0.0,0.0,1560000,20190,20191.0,36529594.0,201909.0,0.0,95431.0,2119769.0,0.0,936371.0,1024.0,0.0,0.0,133.0,0.0,0.0,1140813.0,0.0,2174208.0,1857310.0,1245600.0,0.0,0.0,0.0,0,3.5616438356164384
MADISON,WI,7908291.0,267709008,167677702.0,10843498.0,794341807,331458.0,4997159.0,12484693.0,4061.0,46923822.0,78202087.0,149575656475,13266241.0,19646422.0,127736590,95688,0,13497012.0,357058.0,63294276.0,100638885,1,2045133504,270469823.0,22934239.0,614562375.0,3919063.0,398343916.0,49071088,83158139.0,5819885.0,327221.0,0,2254644,4792331471,679814987,272160,7803232.0,14706850,10179350.0,110577371.0,27558165.0,12267480.0,2038659085,3295174785,665302024.0,4669057.0,8422101.0,124762,66500183.0,9100302.0,3780338.0,15253898.0,-2602216.0,202459.0,1406090.0,436668.0,1323,18763,631,168965532.0,104727786,84006040.0,35169982,246881677,96822220.0,367475956,84408564,-7928736,11937809.0,16430578.0,45448986.0,876409778,31320,2213724.0,21589782.0,50204.0,94582765.0,21448527.0,1918697190,4884642981,2046433780,4914291091,1743234.0,0,0.0,10001688.0,115006,4247125.0,157154,3556107.0,5846229.0,135469.0,2046433780,4914291091,1300276.0,1666.0,29648110.0,83158139.0,1820526739,75720835,23625.0,119703310.0,10141009319,61,2198438857,142535419,67438738,5085663.0,1663280.0,24828102,2113341536,5043334884,16924541.0,169164,4728,0.0,0,0.0,9118238.0,240594739,757125,757166.0,1394213785.0,7571619.0,44986288.0,19244486.0,64861511.0,147254472.0,20141487.0,78860.0,35720.0,16988.0,5485.0,3180045.0,2138102.0,686911.0,0.0,20445470.0,170689260.0,98527298.0,48078864.0,27175769.0,9684755.0,0,0.0
