City,State,Total_Rev_Prog_Desc
E SYRACUSE,NY,1049320.0
E WATERFORD,PA,900099.0
EADS,CO,711110.0
EAGAN,MN,6769778.0
EAGLE,CO,823990.0
EAGLE,ID,2811388.0
EAGLE,NE,900099.0
EAGLE BUTTE,SD,1044582.0
EAGLE LAKE,FL,624410.0
EAGLE LAKE,ME,621990.0
EAGLE PASS,TX,1945020.0
EAGLE RIVER,WI,999999.0
EAGLES MERE,PA,713990.0
EAGLEVILLE,PA,1427980.0
EASLEY,SC,2586429.0
EAST ALTON,IL,713990.0
EAST AMHERST,NY,1800198.0
EAST AURORA,NY,4462109.0
EAST BERLIN,CT,624100.0
EAST BOOTHBAY,ME,611600.0
EAST BOSTON,MA,5246039.0
EAST BRUNSWICK,NJ,1800198.0
EAST BURKE,VT,713990.0
EAST CANTON,OH,624110.0
EAST CHICAGO,IN,624410.0
EAST CLEVELAND,OH,1786510.0
EAST CLEVELEND,OH,531110.0
EAST DENNIS,MA,532000.0
EAST DERRY,NH,624410.0
EAST DORSET,VT,721000.0
EAST DUNDEE,IL,5190458.0
EAST DURHAM,NY,621910.0
EAST EARL,PA,624110.0
EAST ELMHURST,NY,711120.0
EAST FALMOUTH,MA,110000.0
EAST GREENWICH,RI,623000.0
EAST HADDAM,CT,1422410.0
EAST HAMPTON,NY,5160029.0
EAST HANOVER,NJ,1153610.0
EAST HARTFORD,CT,1797590.0
EAST HAVEN,CT,900099.0
EAST HILLS,NY,541700.0
EAST ISLIP,NY,2233199.0
EAST JORDAN,MI,900099.0
EAST LANSING,MI,6283210.0
EAST LIVERPOOL,OH,531110.0
EAST LONGMEADOW,MA,1593330.0
EAST LYME,CT,1242230.0
EAST MEADOW,NY,4200269.0
EAST MOLINE,IL,1640420.0
EAST MORICHES,NY,541700.0
EAST NORRITON,PA,1150090.0
EAST NORWICH,NY,522291.0
EAST OLYMPIA,WA,611710.0
EAST ORANGE,NJ,5251919.0
EAST PALATKA,FL,900099.0
EAST PALO ALTO,CA,611430.0
EAST PEORIA,IL,1937400.0
EAST POINT,GA,2424298.0
EAST PROSPECT,PA,621910.0
EAST PROVIDENCE,RI,4292198.0
EAST SAINT LOUIS,IL,531110.0
EAST SETAUKET,NY,2547029.0
EAST ST LOUIS,IL,541100.0
EAST STROUDSBURG,PA,611710.0
EAST SYRACUSE,NY,4000419.0
EAST TROY,WI,4417909.0
EAST WINDSOR,CT,1334020.0
EAST WINDSOR,NJ,5400594.0
EAST WINTHROP,ME,611710.0
EASTANOLLEE,GA,900099.0
EASTCHESTER,NY,713990.0
EASTHAM,MA,711130.0
EASTHAMPTON,MA,4166508.0
EASTLAND,TX,713990.0
EASTON,MD,3755310.0
EASTON,PA,6380566.0
EASTPOINTE,MI,1338400.0
EASTPORT,ME,1140400.0
EASTSOUND,WA,4646249.0
EASTVALE,CA,2424398.0
EATON,IN,621910.0
EATON,OH,2796904.0
EATON RAPIDS,MI,624410.0
EATONTON,GA,1322900.0
EATONTOWN,NJ,900099.0
EATONVILLE,WA,561100.0
EAU CLAIRE,PA,900099.0
EAU CLAIRE,WI,21458079.0
EBENSBURG,PA,2235619.0
ECKERMAN,MI,921190.0
ECORSE,MI,1248190.0
ECRU,MS,624410.0
EDEN,NY,480000.0
EDEN,TX,621400.0
EDEN,UT,900099.0
EDEN,WI,623990.0
EDEN PRAIRIE,MN,12318664.0
EDENTON,NC,1524509.0
EDGAR,WI,611710.0
EDGARTOWN,MA,1614089.0
EDGECOMB,ME,1142500.0
EDGEFIELD,SC,1511699.0
EDGELEY,ND,623000.0
EDGERTON,MN,623000.0
EDGERTON,WI,622110.0
EDGEWATER,CO,721699.0
EDGEWATER,MD,4025887.0
EDGEWATER,NJ,643111.0
EDGEWOOD,IA,624410.0
EDGEWOOD,KY,2041339.0
EDGEWOOD,MD,624410.0
EDGEWOOD,TX,480000.0
EDINA,MN,14612516.0
EDINA,MO,624200.0
EDINBORO,PA,4595601.0
EDINBURG,TX,2223939.0
EDINBURG,VA,611600.0
EDINBURGH,IN,900099.0
EDISON,NJ,16622639.0
EDISTO ISLAND,SC,611600.0
EDMESTON,NY,1333020.0
EDMOND,OK,11467957.0
EDMOND,WV,515100.0
EDMONDS,WA,4083300.0
EDMONTON,KY,713940.0
EDWARDS,CO,4711640.0
EDWARDSVILLE,IL,5629369.0
EFFINGHAM,IL,1934160.0
EGG HARBOR,WI,1129810.0
EIGHT MILE,AL,1335200.0
EKRON,KY,900099.0
EL CAJON,CA,7183598.0
EL CAMPO,TX,621990.0
EL CENTRO,CA,713940.0
EL CERRITO,CA,5566607.0
EL DORADO,AR,7102406.0
EL DORADO,KS,3194859.0
EL DORADO HLS,CA,1937110.0
EL GRANADA,CA,2136420.0
EL MIRAGE,AZ,531190.0
EL MONTE,CA,1869200.0
EL PASO,TX,41127449.0
EL PORTAL,CA,813990.0
EL PRADO,NM,611710.0
EL SEGUNDO,CA,1947230.0
EL SOBRANTE,CA,611710.0
ELBA,AL,624200.0
ELBERT,CO,900099.0
ELBOW LAKE,MN,900099.0
ELBURN,IL,713940.0
ELDERSBURG,MD,1800198.0
ELDORA,IA,531120.0
ELDORADO,TX,621910.0
ELDORADO SPRG,CO,812900.0
ELDRED,PA,621910.0
ELEVA,WI,713110.0
ELFERS,FL,611600.0
ELGIN,IL,16818347.0
ELGIN,OR,711110.0
ELGIN,SC,711210.0
ELGIN,TX,2573790.0
ELIOT,ME,531110.0
ELIZABETH,CO,900099.0
ELIZABETH,IL,1632009.0
ELIZABETH,IN,813110.0
ELIZABETH,NJ,9561888.0
ELIZABETH,PA,1437310.0
ELIZABETH,WV,621910.0
ELIZABETH CTY,NC,3401899.0
ELIZABETHPORT,NJ,99999.0
ELIZABETHTON,TN,3394099.0
ELIZABETHTOWN,KY,5831208.0
ELIZABETHTOWN,NC,1686020.0
ELIZABETHTOWN,NY,621910.0
ELIZABETHTOWN,PA,9889462.0
ELIZABETHVLE,PA,1335400.0
ELK CITY,ID,0.0
ELK GROVE,CA,5900807.0
ELK GROVE VLG,IL,2135739.0
ELK HORN,IA,623000.0
ELK POINT,SD,900099.0
ELK RIVER,MN,2235999.0
ELKADER,IA,1248720.0
ELKHART,IN,15568764.0
ELKHART,KS,519100.0
ELKHART LAKE,WI,110000.0
ELKHORN,NE,3891550.0
ELKHORN,WI,2091354.0
ELKIN,NC,900004.0
ELKINS,WV,4855131.0
ELKINS PARK,PA,2142509.0
ELKO,NV,1620520.0
ELKO NEW MRKT,MN,711210.0
ELKRIDGE,MD,2225469.0
ELKTON,FL,900099.0
ELKTON,MD,3556519.0
ELKTON,OR,531120.0
ELKTON,VA,722210.0
ELKWOOD,VA,900099.0
ELLENDALE,DE,621910.0
ELLENSBURG,WA,5402647.0
ELLENVILLE,NY,1776020.0
ELLERBE,NC,900099.0
ELLICOTT CITY,MD,5786719.0
ELLICOTTVILLE,NY,1325700.0
ELLIJAY,GA,711300.0
ELLINGTON,CT,1335900.0
ELLINGTON,MO,1248310.0
ELLINWOOD,KS,624410.0
ELLIOTTSBURG,PA,711210.0
ELLISON BAY,WI,611600.0
ELLISVILLE,MS,900099.0
ELLSWORTH,KS,624410.0
ELLSWORTH,ME,2797029.0
ELLWOOD CITY,PA,1524509.0
ELM GROVE,WI,812900.0
ELM MOTT,TX,611600.0
ELMA,NY,2780900.0
ELMA,WA,531120.0
ELMENDORF,TX,900099.0
ELMHURST,IL,6722396.0
ELMHURST,NY,5063697.0
ELMHURST TWP,PA,623000.0
ELMIRA,NY,12971507.0
ELMORE,AL,611710.0
ELMORE,OH,713990.0
ELMSFORD,NY,8659965.0
ELON,NC,1800198.0
ELROY,WI,621910.0
ELSBERRY,MO,623000.0
ELVERSON,PA,1544030.0
ELVERTA,CA,900099.0
ELY,IA,531110.0
ELY,MN,1871310.0
ELY,NV,900099.0
ELYRIA,OH,3326089.0
EMERSON,GA,713990.0
EMERSON,NJ,711210.0
EMERYVILLE,CA,5163517.0
EMINENCE,MO,900099.0
EMMALENA,KY,713990.0
EMMAUS,PA,3023338.0
EMMETSBURG,IA,111000.0
EMMETT,ID,531110.0
EMMITSBURG,MD,900099.0
EMORY,TX,900099.0
EMPORIA,KS,7763007.0
EMPORIA,VA,713940.0
EMPORIUM,PA,1869320.0
ENCINITAS,CA,13243985.0
ENCINO,CA,6362699.0
ENDERLIN,ND,900099.0
ENDICOTT,NY,3205510.0
ENDWELL,NY,1523099.0
ENERGY,IL,1322710.0
ENFIELD,CT,1425500.0
ENFIELD,NH,900099.0
ENGELHARD,NC,453310.0
ENGLEWD CLFS,NJ,900099.0
ENGLEWOOD,CO,17852544.0
ENGLEWOOD,FL,2153099.0
ENGLEWOOD,NJ,6780990.0
ENGLEWOOD,OH,1247200.0
ENID,OK,9245817.0
ENNIS,TX,1235700.0
ENOLA,PA,900099.0
ENTERPRISE,AL,1332810.0
ENTERPRISE,KS,623000.0
ENTERPRISE,OR,1787110.0
ENTIAT,WA,611600.0
ENUMCLAW,WA,541900.0
EPHRAIM,UT,624100.0
EPHRAIM,WI,611600.0
EPHRATA,PA,4402248.0
EPHRATA,WA,832210.0
EPPING,NH,511140.0
EQUALITY,AL,445291.0
ERIE,CO,713990.0
ERIE,PA,26931921.0
ERLANGER,KY,1245111.0
ERVING,MA,900099.0
ERWIN,NC,624200.0
ERWINNA,PA,812900.0
ESCALON,CA,621910.0
ESCANABA,MI,900099.0
ESCONDIDO,CA,10098828.0
ESMOND,RI,512000.0
ESPANOLA,NM,1800198.0
ESPARTO,CA,624410.0
ESPERANCE,NY,444220.0
ESSEX,CT,1800198.0
ESSEX,IA,624410.0
ESSEX,MA,900099.0
ESSEX,NY,621910.0
ESSEX JCT,VT,1046210.0
ESSEX JUNCTION,VT,1253110.0
ESTACADA,OR,1614089.0
ESTER,AK,110000.0
ESTERO,FL,1800198.0
ESTES PARK,CO,4167408.0
ETNA,CA,1325700.0
ETNA,PA,900099.0
ETOWAH,TN,611430.0
ETTERS,PA,621910.0
EUCLID,OH,2771609.0
EUFAULA,AL,1153210.0
EUGENE,OR,19302223.0
EULESS,TX,6372179.0
EUNICE,LA,1424610.0
EUREKA,CA,12892502.0
EUREKA,IL,1777110.0
EUREKA,KS,1431209.0
EUREKA,MT,1246010.0
EUREKA SPGS,AR,4160219.0
EUSTIS,FL,611710.0
EVA,AL,900099.0
EVANS,CO,2421598.0
EVANS,GA,3048408.0
EVANS CITY,PA,1225180.0
EVANS MILLS,NY,531110.0
EVANSTON,IL,16052985.0
EVANSTON,WY,1153590.0
EVANSVILLE,IN,27697793.0
EVANSVILLE,WI,480000.0
EVANSVILLE,WY,623000.0
EVART,MI,1235590.0
EVELETH,MN,624310.0
EVERETT,MA,1523992.0
EVERETT,PA,1771420.0
EVERETT,WA,21266389.0
EVERGREEN,CO,5604238.0
EVERTON,MO,721210.0
EWA BEACH,HI,1779210.0
EWING,MO,532000.0
EWING,NJ,7055907.0
EWING,VA,621910.0
EXCELSIOR,MN,3657730.0
EXCELSIOR SPG,MO,1524299.0
EXETER,CA,1511809.0
EXETER,NH,5367219.0
EXETER,PA,900099.0
EXETER,RI,900099.0
EXTON,PA,3587819.0
EYOTA,MN,611600.0
FAIR LAWN,NJ,3365829.0
FAIR OAKS,CA,3411407.0
FAIRBANK,IA,812900.0
FAIRBANKS,AK,14560459.0
FAIRBORN,OH,4271609.0
FAIRBURN,GA,4783348.0
FAIRFAX,CA,2352450.0
FAIRFAX,SC,621111.0
FAIRFAX,VA,44859477.0
FAIRFAX STA,VA,4125117.0
FAIRFIELD,AL,1155520.0
FAIRFIELD,CA,7938917.0
FAIRFIELD,CT,7709879.0
FAIRFIELD,IA,3376319.0
FAIRFIELD,IL,3304249.0
FAIRFIELD,ME,1325590.0
FAIRFIELD,NJ,541900.0
FAIRFIELD,OH,2963200.0
FAIRFIELD,PA,1522009.0
FAIRFIELD,TX,731910.0
FAIRHAVEN,MA,623000.0
FAIRHOPE,AL,4416399.0
FAIRLAWN,OH,4287828.0
FAIRLEE,VT,1233620.0
FAIRLESS HLS,PA,2583909.0
FAIRMONT,MN,624310.0
FAIRMONT,NC,900099.0
FAIRMONT,WV,8215005.0
FAIRMOUNT,IN,900099.0
FAIRPLAY,MD,900099.0
FAIRPORT,NY,9947488.0
FAIRVIEW,OK,623000.0
FAIRVIEW,OR,900099.0
FAIRVIEW,PA,1335900.0
FAIRVIEW,TN,813110.0
FAIRVIEW,TX,624200.0
FAIRVIEW HTS,IL,1247100.0
FAIRVIEW PARK,OH,1767030.0
FALCON,CO,900099.0
FALCONER,NY,713990.0
FALL CREEK,WI,900099.0
FALL RIVER,KS,721214.0
FALL RIVER,MA,8510746.0
FALLBROOK,CA,1235410.0
FALLON,NV,1335520.0
FALLS CHURCH,VA,26655711.0
FALLS VILLAGE,CT,2947249.0
FALLSTON,MD,1622612.0
FALMOUTH,MA,3971020.0
FALMOUTH,ME,1991699.0
FANNETTSBURG,PA,488490.0
FANWOOD,NJ,0.0
FAR HILLS,NJ,1946910.0
FAR ROCKAWAY,NY,3045188.0
FARGO,ND,36131875.0
FARIBAULT,MN,6055948.0
FARMERS BRNCH,TX,1866320.0
FARMERSVILLE,TX,611600.0
FARMINGDALE,NY,4277528.0
FARMINGTN HLS,MI,10804617.0
FARMINGTON,AR,900099.0
FARMINGTON,CT,1461099.0
FARMINGTON,ME,2659699.0
FARMINGTON,MI,1335290.0
FARMINGTON,MN,1800198.0
FARMINGTON,MO,1422600.0
FARMINGTON,NM,8566478.0
FARMINGTON,NY,1338090.0
FARMINGTON,PA,623990.0
FARMINGTON,UT,1338890.0
FARMINGTON HILLS,MI,2053689.0
FARMINGVILLE,NY,1235540.0
FARMLAND,IN,900099.0
FARMVILLE,NC,541200.0
FARMVILLE,VA,1683630.0
FARNAM,NE,624210.0
FARRELL,PA,624410.0
FAULKTON,SD,622110.0
FAYETTE,AL,517000.0
FAYETTE,IA,624410.0
FAYETTE,MO,624100.0
FAYETTE,MS,1153400.0
FAYETTEVILLE,AR,11796766.0
FAYETTEVILLE,GA,3914251.0
FAYETTEVILLE,NC,10659690.0
FAYETTEVILLE,NY,1541899.0
FAYETTEVILLE,OH,621990.0
FAYETTEVILLE,TN,1441999.0
FAYETTEVILLE,TX,611710.0
FAYETTEVILLE,WV,611710.0
FEDERAL WAY,WA,7024327.0
FELICITY,OH,531110.0
FELLSMERE,FL,621110.0
FELTON,CA,713990.0
FELTON,PA,922160.0
FENNIMORE,WI,1431209.0
FENTON,MI,1856980.0
FENTON,MO,2939679.0
FERDINAND,IN,1345410.0
FERGUS FALLS,MN,2771509.0
FERGUSON,MO,711130.0
FERN BCH,FL,2362509.0
FERNDALE,MI,2031199.0
FERNDALE,NY,1248510.0
FERNDALE,WA,1524199.0
FERRIDAY,LA,3186660.0
FERRISBURGH,VT,900099.0
FILLMORE,CA,1273110.0
FINCASTLE,VA,711110.0
FINDLAY,OH,12197254.0
FINKSBURG,MD,621900.0
FINLAND,MN,900099.0
FINLEY,ND,900099.0
FISH CREEK,WI,2747730.0
FISHERS,IN,8735356.0
FISHERS ISLE,NY,713940.0
FISHERSVILLE,VA,2407410.0
FISHERVILLE,KY,900099.0
FISHKILL,NY,2043809.0
FITCHBURG,MA,2751408.0
FITCHBURG,WI,7922778.0
FITZGERALD,GA,813910.0
FLAGLER,CO,531110.0
FLAGSTAFF,AZ,14012686.0
FLANAGAN,IL,611600.0
FLAT ROCK,MI,900099.0
FLAT ROCK,NC,721210.0
FLAT ROCK,OH,1871970.0
FLATWOODS,WV,900099.0
FLEETWOOD,PA,2545999.0
FLEMING ISLE,FL,611600.0
FLEMINGSBURG,KY,900099.0
FLEMINGTON,NJ,14480842.0
FLEMINGTON,PA,621910.0
FLEMINGTON,WV,621910.0
FLINT,MI,19545100.0
FLINTSTONE,MD,621910.0
FLOODWOOD,MN,900099.0
FLORA,IL,531100.0
FLORAL PARK,NY,1905290.0
FLORENCE,AL,3377528.0
FLORENCE,CO,1958440.0
FLORENCE,KY,3401499.0
FLORENCE,MA,4357841.0
FLORENCE,OR,1834950.0
FLORENCE,SC,11310544.0
FLORESVILLE,TX,611710.0
FLORHAM PARK,NJ,3047188.0
FLORIDA,NY,624100.0
FLORIDA,PR,1232110.0
FLORIDA CITY,FL,1223310.0
FLORISSANT,CO,1511699.0
FLORISSANT,MO,1338400.0
FLOWER MOUND,TX,10601333.0
FLOWERY BR,GA,2670630.0
FLOWOOD,MS,3414237.0
FLOYD,VA,2342098.0
FLUSHING,MI,1380099.0
FLUSHING,NY,10664686.0
FLUVANNA,NY,1461199.0
FOGELSVILLE,PA,711210.0
FOLEY,AL,711130.0
FOLSOM,CA,2617439.0
FOLSOM,LA,624310.0
FOLSOM,NJ,900099.0
FOLSOM,PA,624100.0
FOLSOM,WV,621990.0
FOND DU LAC,WI,13660426.0
FONTANA,CA,4277050.0
FONTANA,WI,713990.0
FORD CITY,PA,900099.0
FORDLAND,MO,621110.0
FORDS,NJ,900099.0
FOREST,VA,4935778.0
FOREST CITY,IA,1800102.0
FOREST CITY,NC,2143619.0
FOREST GROVE,OR,1511809.0
FOREST HILL,MD,2065999.0
FOREST HILL,TX,624100.0
FOREST HILLS,NY,3448719.0
FOREST LAKE,MN,1611309.0
FOREST PARK,GA,611710.0
FOREST PARK,IL,900099.0
FORKED RIVER,NJ,1800198.0
FORKS,WA,1431219.0
FORKSVILLE,PA,621910.0
FORREST CITY,AR,900099.0
FORREST HILLS,NY,511120.0
FORSYTH,GA,651700.0
FORSYTH,MO,561499.0
FORT APACHE,AZ,531110.0
FORT ATKINSON,WI,5130450.0
FORT BELKNAP,MT,453000.0
FORT BELVOIR,VA,1611229.0
FORT BENTON,MT,2383250.0
FORT BRAGG,CA,2453409.0
FORT CALHOUN,NE,621910.0
FORT COLLINS,CO,31313412.0
FORT DAVIS,TX,1800198.0
FORT DODGE,IA,5675537.0
FORT EDWARD,NY,5546241.0
FORT GRATIOT,MI,4875520.0
FORT HOOD,TX,453310.0
FORT JOHNSON,NY,900099.0
FORT JONES,CA,1701309.0
FORT LAUDERDALE,FL,3312199.0
FORT LEAVENWORTH,KS,611710.0
FORT LEE,NJ,1800198.0
FORT LORAMIE,OH,0.0
FORT LUPTON,CO,1712999.0
FORT MADISON,IA,1092609.0
FORT MEADE,MD,900099.0
FORT MILL,SC,8573327.0
FORT MORGAN,CO,726920.0
FORT MYERS,FL,26679531.0
FORT PAYNE,AL,1777600.0
FORT PIERCE,FL,4991850.0
FORT PLAIN,NY,922160.0
FORT RILEY,KS,900099.0
FORT SCOTT,KS,611600.0
FORT SMITH,AR,14202775.0
FORT SNELLING,MN,1966270.0
FORT STOCKTON,TX,1611209.0
FORT THOMAS,KY,2064999.0
FORT VALLEY,GA,532000.0
FORT WAYNE,IN,62675437.0
FORT WORTH,TX,84018004.0
FOSSTON,MN,624310.0
FOSTER,VA,522291.0
FOSTER CITY,CA,28191059.0
FOSTORIA,OH,2309320.0
FOUNTAIN HILLS,AZ,531310.0
FOUNTAIN HLS,AZ,812900.0
FOUNTAIN INN,SC,900099.0
FOUNTAIN VALLEY,CA,541610.0
FOUNTAIN VLY,CA,6422248.0
FOUR OAKS,NC,621910.0
FOWLER,CO,531390.0
FOWLER,IN,1847209.0
FOX ISLAND,WA,713990.0
FOX LAKE,WI,900099.0
FOX POINT,WI,1062220.0
FOX RIVER GRV,IL,900099.0
FOXBORO,MA,611430.0
FOXBOROUGH,MA,711300.0
FOXBURG,PA,711130.0
FOXWORTH,MS,611600.0
FPO,AP,900099.0
FRAKES,KY,624200.0
FRAMINGHAM,MA,16073307.0
FRANCESTOWN,NH,531390.0
FRANCONIA,NH,1611229.0
FRANKENMUTH,MI,1614089.0
FRANKFORD,MO,532000.0
FRANKFORD,WV,621990.0
FRANKFORT,IL,3446049.0
FRANKFORT,IN,2533260.0
FRANKFORT,KS,623000.0
FRANKFORT,KY,5444430.0
FRANKFORT,NY,713940.0
FRANKLIN,GA,621110.0
FRANKLIN,IN,5564128.0
FRANKLIN,KY,623000.0
FRANKLIN,LA,900099.0
FRANKLIN,MA,4070498.0
FRANKLIN,MI,1325650.0
FRANKLIN,NC,3289851.0
FRANKLIN,NE,624410.0
FRANKLIN,NH,1246020.0
FRANKLIN,NJ,712110.0
FRANKLIN,NY,541900.0
FRANKLIN,OH,1422320.0
FRANKLIN,PA,4055307.0
FRANKLIN,TN,21074100.0
FRANKLIN,VA,711130.0
FRANKLIN,VT,900002.0
FRANKLIN,WI,2145199.0
FRANKLIN,WV,1244400.0
FRANKLIN LKS,NJ,541900.0
FRANKLIN PARK,IL,711210.0
FRANKLIN SPGS,GA,623990.0
FRANKLIN SQUARE,NY,541900.0
FRANKLINVILLE,NJ,900099.0
FRANKTOWN,CO,115210.0
FRASER,CO,531110.0
FRASER,MI,900099.0
FRAZER,MT,611600.0
FRAZER,PA,1970009.0
FRAZEYSBURG,OH,900001.0
FRAZIER PARK,CA,651900.0
FREDARICA,DE,480000.0
FREDERIC,WI,900099.0
FREDERICA,DE,713940.0
FREDERICK,MD,34007945.0
FREDERICK,PA,1334300.0
FREDERICKSBRG,TX,7722530.0
FREDERICKSBRG,VA,19259164.0
FREDERICKSBURG,TX,624100.0
FREDERICKSBURG,VA,1963489.0
FREDERIKSTED,VI,900099.0
FREDONIA,KS,624410.0
FREDONIA,NY,4958227.0
FREE UNION,VA,1235700.0
FREEDOM,CA,900099.0
FREEDOM,NH,900099.0
FREEDOM,PA,611620.0
FREEHOLD,NJ,5952309.0
FREELAND,MI,1511529.0
FREELAND,PA,1335900.0
FREELAND,WA,624110.0
FREELANDVILLE,IN,623000.0
FREEMAN,SD,1233710.0
FREEPORT,FL,1511209.0
FREEPORT,IL,4313619.0
FREEPORT,ME,2863308.0
FREEPORT,MN,900099.0
FREEPORT,NY,4037479.0
FREEPORT,PA,813410.0
FREMONT,CA,11953198.0
FREMONT,MI,3027949.0
FREMONT,NE,3060309.0
FRENCH CAMP,CA,900099.0
FRENCH LICK,IN,485000.0
FRENCHBURG,KY,623000.0
FRENCHTOWN,NJ,900099.0
FRESNO,CA,54431126.0
FRESNO,OH,621111.0
FRESNO,TX,900099.0
FREWSBURG,NY,1942933.0
FRIDAY HARBOR,WA,3078399.0
FRIDLEY,MN,2586400.0
FRIEND,NE,611710.0
FRIENDSHIP,WI,621300.0
FRIENDSWOOD,TX,2991929.0
FRISCO,CO,5681129.0
FRISCO,TX,8802185.0
FROMBERG,MT,900099.0
FRONT ROYAL,VA,4154318.0
FROSTBURG,MD,623990.0
FROSTPROOF,FL,452000.0
FRUITA,CO,1246100.0
FRUITPORT,MI,1422340.0
FRYEBURG,ME,1445980.0
FT BELVOIR,VA,611430.0
FT LAUDERDALE,FL,28487038.0
FT LEONARD WD,MO,611600.0
FT LUPTON,CO,900099.0
FT MONTGOMERY,NY,713940.0
FT MYER,VA,900099.0
FT MYERS,FL,1747810.0
FT OGLETHORPE,GA,900099.0
FT SILL,OK,453310.0
FT THOMAS,KY,713990.0
FT WALTON BCH,FL,4907537.0
FT WASHINGTON,MD,1864690.0
FT WASHINGTON,PA,12957747.0
FT WAYNE,IN,624100.0
FT WORTH,TX,3577798.0
FULLERTON,CA,7849586.0
FULTON,IL,1523099.0
FULTON,MD,1136099.0
FULTON,MO,1431209.0
FULTON,NY,7023904.0
FULTON,TX,1441899.0
FUNKSTOWN,MD,900099.0
FUQUAY VARINA,NC,1424330.0
FURLONG,PA,624110.0
GACKLE,ND,623000.0
GADSDEN,AL,5067949.0
GAFFNEY,SC,7164796.0
GAHANNA,OH,2864510.0
GAIESBURG,IL,623000.0
GAINESVILLE,FL,21047476.0
GAINESVILLE,GA,7397517.0
GAINESVILLE,VA,2700297.0
GAITHERSBURG,MD,16501449.0
GALAX,VA,531120.0
GALENA,AK,734200.0
GALENA,IL,1612209.0
GALESBURG,IL,7002797.0
GALESBURG,MI,623000.0
GALESVILLE,WI,711210.0
GALETON,CO,1011099.0
GALETON,PA,621910.0
GALION,OH,2859719.0
GALLATIN,MO,561000.0
GALLATIN,TN,4463808.0
GALLIPOLIS,OH,1959490.0
GALLOWAY,NJ,1614089.0
GALLOWAY,OH,711300.0
GALLOWAY TWP,NJ,623000.0
GALLUP,NM,2756799.0
GALVESTON,TX,8643021.0
GALWAY,NY,900099.0
GAP,PA,623990.0
GARBERVILLE,CA,1062220.0
GARDEN CITY,ID,1689430.0
GARDEN CITY,KS,4047041.0
GARDEN CITY,MI,3393679.0
GARDEN CITY,MO,448000.0
GARDEN CITY,NY,6654713.0
GARDEN CITY PK,NY,812900.0
GARDEN GROVE,CA,6385437.0
GARDENA,CA,4272438.0
GARDINER,ME,2424298.0
GARDINER,NY,900099.0
GARDNER,KS,721600.0
GARDNER,MA,621610.0
GARDNERVILLE,NV,2132929.0
GARFIELD,AR,621910.0
GARFIELD,NJ,1949950.0
GARFIELD HTS,OH,1778180.0
GARLAND,TX,6540508.0
GARNER,NC,5103719.0
GARNERVILLE,NY,1325700.0
GARNET VALLEY,PA,999999.0
GARNETT,KS,1336100.0
GARRETSON,SD,621910.0
GARRETT,IN,624110.0
GARRISON,ND,621910.0
GARRISON,NY,6191266.0
GARRYOWEN,MT,999999.0
GARY,IN,7934449.0
GARY,TX,900099.0
GARY,WV,621400.0
GASSAWAY,WV,2526808.0
GASTON,SC,900099.0
GASTONIA,NC,8741587.0
GATES MILLS,OH,1611229.0
GATLINBURG,TN,2053709.0
GAYLORD,MI,3577428.0
GEARY,OK,624100.0
GENESEO,IL,900099.0
GENESEO,NY,4091219.0
GENEVA,IL,2591290.0
GENEVA,NY,14027749.0
GENEVA,OH,1432099.0
GENOA,OH,1334210.0
GEORGETOWN,CO,713990.0
GEORGETOWN,DE,3316950.0
GEORGETOWN,KY,4719997.0
GEORGETOWN,OH,2485498.0
GEORGETOWN,SC,5109647.0
GEORGETOWN,TX,7925418.0
GERALD,MO,452000.0
GERING,NE,2579050.0
GERMANSVILLE,PA,611710.0
GERMANTOWN,MD,5657987.0
GERMANTOWN,NY,1614010.0
GERMANTOWN,OH,711210.0
GERMANTOWN,TN,5962068.0
GERMANTOWN,WI,561920.0
GERMANTWN HLS,IL,711211.0
GERRY,NY,1807000.0
GETTYSBURG,PA,8981908.0
GETZVILLE,NY,10626034.0
GHENT,NY,1688675.0
GIBBSBORO,NJ,812900.0
GIBSON CITY,IL,900099.0
GIBSONIA,PA,7741209.0
GIFFORD,IL,1184000.0
GIG HARBOR,WA,10349655.0
GILBERT,AZ,7199887.0
GILBERT,MN,711130.0
GILBERT,WV,900099.0
GILBERTSVILLE,PA,2142419.0
GILFORD,NH,1325540.0
GILLETTE,WY,4944406.0
GILMANTON IW,NH,1427980.0
GILMER,TX,900099.0
GILROY,CA,3985910.0
GIRARD,IL,623990.0
GIRARD,OH,624110.0
GIRARD,PA,1869110.0
GIRDWOOD,AK,900099.0
GLADBROOK,IA,624410.0
GLADSTONE,MO,1335320.0
GLADSTONE,NJ,900099.0
GLADSTONE,OR,1235590.0
GLADWIN,MI,721210.0
GLADWYNE,PA,1847190.0
GLASCO,KS,623000.0
GLASGOW,MT,3379530.0
GLASSBORO,NJ,2859819.0
GLASTONBURY,CT,3842460.0
GLEN,NH,713990.0
GLEN ALLEN,VA,6342809.0
GLEN ARBOR,MI,711130.0
GLEN ARM,MD,1800198.0
GLEN BURNIE,MD,1223420.0
GLEN CARBON,IL,1234430.0
GLEN COVE,NY,1437520.0
GLEN DALE,WV,621110.0
GLEN ECHO,MD,1322790.0
GLEN ELLEN,CA,900099.0
GLEN ELLYN,IL,1235810.0
GLEN FLORA,TX,900099.0
GLEN GARDNER,NJ,621910.0
GLEN HEAD,NY,1323010.0
GLEN MILLS,PA,1247721.0
GLEN RIDGE,NJ,1611209.0
