City,State,Total_Rev_Prog_Desc
MARFA,TX,1385099.0
MARGARETVILLE,NY,1244300.0
MARGATE,FL,611710.0
MARGATE,NJ,1511719.0
MARGATE CITY,NJ,713990.0
MARIA STEIN,OH,722513.0
MARIANNA,FL,1717900.0
MARICOPA,AZ,4835926.0
MARICOPA,CA,611600.0
MARIETTA,GA,31107697.0
MARIETTA,NC,900099.0
MARIETTA,OH,7902055.0
MARIETTA,PA,900099.0
MARIETTA,SC,713990.0
MARILLA,NY,1092910.0
MARIN CITY,CA,532000.0
MARINA,CA,1142820.0
MARINA DEL REY,CA,611600.0
MARINA DL REY,CA,2342098.0
MARINE ST CRX,MN,531110.0
MARINETTE,WI,623990.0
MARION,AL,611110.0
MARION,IA,2244699.0
MARION,IL,4087199.0
MARION,IN,7583536.0
MARION,KY,900099.0
MARION,MA,611600.0
MARION,MD,999999.0
MARION,NC,3595408.0
MARION,OH,31401078.0
MARION,SC,1524509.0
MARION,SD,1247200.0
MARION,TX,922160.0
MARION,VA,711110.0
MARION,WI,900099.0
MARIONVILLE,MO,623000.0
MARIPOSA,CA,2613308.0
MARKHAM,VA,611600.0
MARLBORO,NJ,2674713.0
MARLBORO,NY,900099.0
MARLBOROUGH,CT,1246320.0
MARLBOROUGH,MA,5759689.0
MARLINTON,WV,900099.0
MARLOW,OK,900099.0
MARLTON,NJ,12473776.0
MARMARTH,ND,611710.0
MARMORA,NJ,1511809.0
MARQUETTE,KS,623000.0
MARQUETTE,MI,10927777.0
MARQUETTE HTS,IL,713990.0
MARRERO,LA,2766629.0
MARRIOTTSVL,MD,900099.0
MARS,PA,2053119.0
MARSHALL,AR,1244110.0
MARSHALL,CA,721000.0
MARSHALL,MI,2230089.0
MARSHALL,MN,4992328.0
MARSHALL,MO,2244619.0
MARSHALL,NC,1332909.0
MARSHALL,TX,1800198.0
MARSHALL,VA,2133609.0
MARSHALLTOWN,IA,7332506.0
MARSHALLVILLE,OH,900099.0
MARSHFIELD,MA,3820030.0
MARSHFIELD,MO,611710.0
MARSHFIELD,WI,3561059.0
MARSHFLD HLS,MA,611610.0
MARSING,ID,621910.0
MARTHASVILLE,MO,1166000.0
MARTIN,GA,1235800.0
MARTIN,SD,1521499.0
MARTINEZ,CA,4858250.0
MARTINEZ,GA,2225799.0
MARTINSBURG,PA,2134809.0
MARTINSBURG,WV,10555843.0
MARTINSVILLE,IN,2053709.0
MARTINSVILLE,NJ,611430.0
MARTINSVILLE,VA,5418849.0
MARVIN,SD,532000.0
MARYLAND HEIGHTS,MO,624100.0
MARYLAND HTS,MO,1522089.0
MARYLHURST,OR,611110.0
MARYSVILLE,CA,1956820.0
MARYSVILLE,KS,621400.0
MARYSVILLE,MI,531110.0
MARYSVILLE,OH,4732138.0
MARYSVILLE,WA,1245290.0
MARYVILLE,IL,621110.0
MARYVILLE,MO,4189939.0
MARYVILLE,TN,4397328.0
MASCOT,TN,624410.0
MASHPEE,MA,1126750.0
MASON,MI,3759608.0
MASON,OH,4176429.0
MASON,TX,1696693.0
MASON CITY,IA,5192508.0
MASON CITY,IL,623000.0
MASON NECK,VA,900099.0
MASONIC HOME,KY,3115590.0
MASONTOWN,PA,999999.0
MASONTOWN,WV,624200.0
MASSAPEQUA,NY,1800198.0
MASSAPEQUA PARK,NY,900099.0
MASSAPEQUA PK,NY,713990.0
MASSILLON,OH,6221346.0
MASTIC,NY,2234309.0
MATAMORAS,PA,621910.0
MATAWAN,NJ,711210.0
MATFIELD GRN,KS,900099.0
MATHER,CA,2138998.0
MATTAPAN,MA,734100.0
MATTAWAN,MI,713990.0
MATTESON,IL,900099.0
MATTHEWS,NC,9086407.0
MATTITUCK,NY,900099.0
MATTOON,IL,310000.0
MAUGANSVILLE,MD,900099.0
MAULDIN,SC,1800198.0
MAUMEE,OH,6500123.0
MAUMELLE,AR,1322900.0
MAURICE,LA,711210.0
MAUSTON,WI,713990.0
MAXWELL,IA,624110.0
MAYAGUEZ,PR,1521499.0
MAYER,AZ,1956810.0
MAYFIELD,KY,1713009.0
MAYFIELD HTS,OH,541900.0
MAYFIELD VLG,OH,900099.0
MAYNARD,MA,2653759.0
MAYNARDVILLE,TN,812910.0
MAYSVILLE,KY,1332720.0
MAYVILLE,MI,621910.0
MAYVILLE,NY,925110.0
MAYWOOD,IL,1717410.0
MAYWOOD,NJ,1511719.0
MAZON,IL,453000.0
MC ARTHUR,OH,624210.0
MC BAIN,MI,611110.0
MC CONNELLSBG,PA,519120.0
MC CORMICK,SC,1511809.0
MC DONALD,PA,900002.0
MC DONOUGH,GA,900099.0
MC GRAW,NY,900099.0
MC GREGOR,TX,711210.0
MC KENZIE,TN,611310.0
MC LEAN,VA,4838883.0
MC QUEENEY,TX,541900.0
MC VEYTOWN,PA,621910.0
MCALESTER,OK,611710.0
MCALLEN,TX,4383458.0
MCCALL,ID,1963489.0
MCCLELLAN,CA,712110.0
MCCLELLANVLE,SC,562111.0
MCCLUSKY,ND,623000.0
MCCORDSVILLE,IN,711210.0
MCCORMICK,SC,531110.0
MCDONOUGH,GA,4359008.0
MCFARLAND,WI,1155380.0
MCHENRY,IL,1800198.0
MCINTOSH,MN,623000.0
MCKEES ROCKS,PA,1156100.0
MCKEESPORT,PA,1950509.0
MCKINLEYVILLE,CA,541700.0
MCKINNEY,TX,11173576.0
MCKNIGHT,PA,900099.0
MCLEAN,VA,28983899.0
MCLEANSBORO,IL,624100.0
MCMINNVILLE,OR,8432537.0
MCMINNVILLE,TN,2676319.0
MCMURRAY,PA,1524299.0
MCNAUGHTON,WI,721210.0
MCPHERSON,KS,2085500.0
MEAD,WA,713990.0
MEADE,KS,900099.0
MEADOW LANDS,PA,900099.0
MEADOWS PLACE,TX,611600.0
MEADVILLE,PA,7341067.0
MEARS,MI,900099.0
MEBANE,NC,1524509.0
MECCA,CA,448000.0
MECHANICSBURG,OH,900099.0
MECHANICSBURG,PA,13187364.0
MECHANICSVILLE,IA,1062220.0
MECHANICSVLLE,IA,531110.0
MECHANICSVLLE,VA,3712529.0
MEDFIELD,MA,4470307.0
MEDFORD,MA,4761919.0
MEDFORD,NJ,3947818.0
MEDFORD,NY,12393268.0
MEDFORD,OR,8013566.0
MEDFORD,WI,3671708.0
MEDIA,PA,9917775.0
MEDIAPOLIS,IA,624410.0
MEDICINE BOW,WY,621300.0
MEDICINE LDG,KS,900099.0
MEDICINE PARK,OK,712110.0
MEDINA,ND,721000.0
MEDINA,NY,1522089.0
MEDINA,OH,9252323.0
MEDINA,WA,900099.0
MEDLEY,FL,541700.0
MEDORA,ND,1167210.0
MEEKER,CO,711219.0
MEEKER,OK,531390.0
MEHERRIN,VA,452000.0
MELBOURNE,FL,13145145.0
MELBOURNE,KY,900099.0
MELISSA,TX,1611309.0
MELLENVILLE,NY,1155010.0
MELROSE,FL,900099.0
MELROSE,MA,2593329.0
MELROSE PARK,IL,624410.0
MELVILLE,NY,4092497.0
MEMPHIS,TN,88981414.0
MENA,AR,1959410.0
MENANDS,NY,2342098.0
MENASHA,WI,6644034.0
MENDENHALL,MS,1524199.0
MENDHAM,NJ,3053309.0
MENDOCINO,CA,821300.0
MENDON,MA,900099.0
MENDOTA,IL,624410.0
MENDOTA,MN,511120.0
MENDOTA HTS,MN,2755029.0
MENEMSHA,MA,900099.0
MENIFEE,CA,611600.0
MENLO PARK,CA,11357672.0
MENNO,SD,623000.0
MENOMONEE FLS,WI,3922799.0
MENOMONIE,WI,7146479.0
MENTONE,AL,611600.0
MENTONE,IN,621910.0
MENTOR,MN,531310.0
MENTOR,OH,3311727.0
MEQUON,WI,1869460.0
MERCED,CA,3648220.0
MERCER,PA,1235810.0
MERCER ISLAND,WA,2143820.0
MERCERSBURG,PA,713990.0
MERCERVILLE,NJ,900004.0
MEREDITH,NH,1334110.0
MERIDEN,CT,4329540.0
MERIDEN,NH,611710.0
MERIDIAN,ID,3967289.0
MERIDIAN,MS,12741327.0
MERIDIAN,TX,621910.0
MERION STA,PA,711210.0
MERRIAM,KS,4764017.0
MERRICK,NY,4987539.0
MERRILL,WI,900099.0
MERRILLAN,WI,922160.0
MERRILLVILLE,IN,12568078.0
MERRIMACK,NH,611310.0
MERTZTOWN,PA,541900.0
MESA,AZ,16778814.0
MESA VERDE,CO,451211.0
MESILLA PARK,NM,519100.0
MESQUITE,NV,453310.0
MESQUITE,TX,1869460.0
METAIRIE,LA,11020955.0
METAMORA,IL,624100.0
METAMORA,MI,713990.0
METHUEN,MA,5258689.0
METTER,GA,611600.0
METUCHEN,NJ,611600.0
MEXICO,MO,3737320.0
MIAMI,FL,75736533.0
MIAMI,OK,522299.0
MIAMI BEACH,FL,8912018.0
MIAMI GARDENS,FL,5078857.0
MIAMI LAKES,FL,2325298.0
MIAMI SHORES,FL,561000.0
MIAMI SPRINGS,FL,611710.0
MIAMISBURG,OH,9117275.0
MIAMITOWN,OH,711210.0
MICHIGAN CITY,IN,5971616.0
MICHIGAN CITY,MS,900099.0
MICKLETON,NJ,611710.0
MIDDLE FALLS,NY,624200.0
MIDDLE VILLAGE,NY,453910.0
MIDDLE VLG,NY,812910.0
MIDDLEBORO,MA,1336990.0
MIDDLEBOURNE,WV,621910.0
MIDDLEBRG HTS,OH,1147030.0
MIDDLEBRY CTR,PA,713990.0
MIDDLEBURG,FL,1245569.0
MIDDLEBURG,PA,519100.0
MIDDLEBURG,VA,7907109.0
MIDDLEBURY,CT,2053119.0
MIDDLEBURY,IN,1524409.0
MIDDLEBURY,VT,8199308.0
MIDDLEFIELD,CT,1687331.0
MIDDLEFIELD,OH,3667898.0
MIDDLESEX,NC,611710.0
MIDDLESEX,NY,1333040.0
MIDDLESEX,VT,900099.0
MIDDLETON,MA,541711.0
MIDDLETON,WI,7744670.0
MIDDLETOWN,CA,2424408.0
MIDDLETOWN,CT,11433442.0
MIDDLETOWN,DE,5378317.0
MIDDLETOWN,IN,621910.0
MIDDLETOWN,MD,3134228.0
MIDDLETOWN,NJ,1752739.0
MIDDLETOWN,NY,7323689.0
MIDDLETOWN,OH,4724809.0
MIDDLETOWN,PA,1154110.0
MIDDLETOWN,RI,3144105.0
MIDDLETOWN,VA,611600.0
MIDLAND,MI,19865012.0
MIDLAND,PA,611110.0
MIDLAND,TX,16117181.0
MIDLAND PARK,NJ,624100.0
MIDLOTHIAN,TX,3868849.0
MIDLOTHIAN,VA,3664818.0
MIDVALE,UT,5973566.0
MIDWAY,WV,480000.0
MIDWAY CITY,CA,531110.0
MIDWEST CITY,OK,624310.0
MIFFLINBURG,PA,2361697.0
MIFFLINTOWN,PA,1075220.0
MIFFLINVILLE,PA,621111.0
MILACA,MN,2057300.0
MILAN,NY,900099.0
MILAN,OH,1511699.0
MILBANK,SD,900099.0
MILBRIDGE,ME,531110.0
MILES CITY,MT,2298620.0
MILFORD,CT,4723329.0
MILFORD,DE,711120.0
MILFORD,IN,900099.0
MILFORD,MA,1524299.0
MILFORD,NE,1239900.0
MILFORD,NH,900099.0
MILFORD,NJ,541190.0
MILFORD,OH,8231517.0
MILFORD,PA,2758129.0
MILILANI,HI,1335620.0
MILL CREEK,WA,2148189.0
MILL CREEK,WV,621110.0
MILL HALL,PA,1245400.0
MILL NECK,NY,2056199.0
MILL RUN,PA,900099.0
MILL SPRING,NC,623990.0
MILL VALLEY,CA,6825425.0
MILLBRAE,CA,711210.0
MILLBROOK,AL,999999.0
MILLBROOK,NY,2036890.0
MILLBURN,NJ,1936700.0
MILLBURY,MA,1222220.0
MILLCREEK,UT,2207600.0
MILLEDGEVILLE,GA,3135518.0
MILLER,SD,623311.0
MILLERS,MD,900099.0
MILLERSBURG,IN,624100.0
MILLERSBURG,OH,3524287.0
MILLERSBURG,PA,1333020.0
MILLERSPORT,OH,713990.0
MILLERSTOWN,PA,713990.0
MILLERSVILLE,MD,2225519.0
MILLERSVILLE,PA,1777290.0
MILLERTON,NY,1223140.0
MILLINGTON,TN,1621299.0
MILLINOCKET,ME,1885310.0
MILLPORT,AL,900099.0
MILLSTADT,IL,900099.0
MILLTOWN,NJ,2957299.0
MILLVALE,PA,900099.0
MILLVILLE,NJ,3353329.0
MILLVILLE,PA,1522009.0
MILLVILLE,UT,900099.0
MILO,ME,621910.0
MILPITAS,CA,8976306.0
MILTON,FL,1855940.0
MILTON,GA,1255890.0
MILTON,MA,5509419.0
MILTON,NH,1064820.0
MILTON,PA,453310.0
MILTON,VT,624110.0
MILTON,WA,1524199.0
MILTON,WI,900099.0
MILTON,WV,900099.0
MILWAUKEE,WI,191666367.0
MILWAUKIE,OR,1754700.0
MINDEN,NE,711320.0
MINDEN,NV,2222999.0
MINE HILL,NJ,1611709.0
MINEOLA,NY,3154101.0
MINEOLA,TX,884100.0
MINERAL,VA,900099.0
MINERAL,WA,713990.0
MINERAL BLUFF,GA,900099.0
MINERAL POINT,PA,621910.0
MINERAL POINT,WI,2857409.0
MINERAL RIDGE,OH,624100.0
MINERAL WELLS,WV,230000.0
MINERSVILLE,PA,1246320.0
MINERVA,OH,623990.0
MINNEAPOLIS,MN,230348192.0
MINNEOLA,FL,1524409.0
MINNEOTA,MN,900099.0
MINNETONKA,MN,15560346.0
MINOA,NY,561000.0
MINOCQUA,WI,813990.0
MINONG,WI,624110.0
MINOOKA,IL,611512.0
MINOT,ND,12787347.0
MINT HILL,NC,1353409.0
MINTO,ND,1432099.0
MINTURN,CO,713940.0
MIRAMAR,FL,621610.0
MIRAMAR BEACH,FL,1233509.0
MIRROR LAKE,NH,611600.0
MISHAWAKA,IN,5412454.0
MISSION,KS,3123000.0
MISSION,SD,2341298.0
MISSION,TX,1243000.0
MISSION HILLS,CA,1234710.0
MISSION HILLS,KS,900099.0
MISSION VIEJO,CA,6519238.0
MISSOULA,MT,35159731.0
MISSOURI CITY,TX,5935949.0
MITCHELL,IN,621610.0
MITCHELL,SD,1248510.0
MITCHELLVILLE,MD,1523099.0
MOAB,UT,2424298.0
MOBERLY,MO,1524199.0
MOBILE,AL,49047032.0
MOCA,PR,611110.0
MOCKSVILLE,NC,1661290.0
MODENA,NY,611710.0
MODESTO,CA,14052796.0
MOFFETT FIELD,CA,624410.0
MOGADORE,OH,900099.0
MOHALL,ND,621910.0
MOHAWK,NY,1522009.0
MOHEGAN LAKE,NY,1431209.0
MOJAVE,CA,541900.0
MOKENA,IL,2735119.0
MOLALLA,OR,900099.0
MOLINE,IL,3278899.0
MOMENCE,IL,900099.0
MONACA,PA,2972098.0
MONAHANS,TX,823910.0
MONCKS CORNER,SC,3076629.0
MONCURE,NC,531110.0
MONDOVI,WI,1323010.0
MONESSEN,PA,532000.0
MONETA,VA,611110.0
MONETT,MO,623000.0
MONHEGAN,ME,900099.0
MONKTON,MD,1614089.0
MONMOUTH,IL,713940.0
MONMOUTH,ME,711110.0
MONMOUTH,OR,1344010.0
MONMOUTH JCT,NJ,1684130.0
MONMOUTH JUNCTION,NJ,531110.0
MONONA,WI,2907319.0
MONONGAHELA,PA,1334210.0
MONROE,CT,611600.0
MONROE,GA,561499.0
MONROE,LA,10949675.0
MONROE,MI,3737598.0
MONROE,NC,5705807.0
MONROE,NJ,900099.0
MONROE,NY,6158829.0
MONROE,OH,900099.0
MONROE,UT,611600.0
MONROE,WA,1156200.0
MONROE,WI,3378709.0
MONROE CITY,MO,2238109.0
MONROE TWP,NJ,2614188.0
MONROETON,PA,624310.0
MONROEVILLE,IN,713940.0
MONROEVILLE,PA,3838839.0
MONROVIA,CA,3843397.0
MONROVIA,MD,711300.0
MONSEY,NY,5892224.0
MONTANA CITY,MT,624100.0
MONTAUK,NY,712110.0
MONTCHANIN,DE,900099.0
MONTCLAIR,NJ,8660545.0
MONTE VISTA,CO,2755519.0
MONTEBELLO,CA,2306100.0
MONTEBELLO,NY,611620.0
MONTEREY,CA,12602617.0
MONTEREY,MA,900099.0
MONTEREY,VA,1896900.0
MONTEREY PARK,CA,1684700.0
MONTESANO,WA,900099.0
MONTEVALLO,AL,611430.0
MONTEVIDEO,MN,3947197.0
MONTFORT,WI,621910.0
MONTGOMERY,AL,31116989.0
MONTGOMERY,IL,1800198.0
MONTGOMERY,NY,1155530.0
MONTGOMERY,OH,1511809.0
MONTGOMERY,PA,611710.0
MONTGOMERY,TX,900099.0
MONTGOMERY,WV,2866219.0
MONTICELLO,AR,1887110.0
MONTICELLO,FL,1077100.0
MONTICELLO,IA,2152419.0
MONTICELLO,IL,453310.0
MONTICELLO,IN,4435649.0
MONTICELLO,KY,900099.0
MONTICELLO,NY,3127529.0
MONTICELLO,UT,611600.0
MONTOUR FALLS,NY,622000.0
MONTOURSVILLE,PA,623000.0
MONTPELIER,VT,18612555.0
MONTREAT,NC,721000.0
MONTROSE,CA,541800.0
MONTROSE,CO,7078415.0
MONTROSE,NY,1246110.0
MONTROSE,PA,6706816.0
MONTVALE,VA,621910.0
MONTVERDE,FL,611600.0
MONTVILLE,NJ,5634526.0
MONUMENT,CO,4464917.0
MOODUS,CT,531110.0
MOOERS,NY,531110.0
MOON TOWNSHIP,PA,2233339.0
MOORE,OK,1638999.0
MOORE,SC,624410.0
MOOREFIELD,WV,1236120.0
MOORESBURG,TN,453310.0
MOORESTOWN,NJ,7615247.0
MOORESVILLE,IN,711130.0
MOORESVILLE,NC,541900.0
MOORHEAD,MN,5758907.0
MOORPARK,CA,3275500.0
MOOSIC,PA,1441999.0
MOOSUP,CT,621910.0
MORA,MN,453310.0
MORA,NM,621400.0
MORAGA,CA,1856650.0
MORAINE,OH,2341998.0
MORAVIA,NY,900099.0
MORAVIAN FLS,NC,1900098.0
MOREHEAD CITY,NC,3397909.0
MORENO VALLEY,CA,3727890.0
MORGAN HILL,CA,6435737.0
MORGANTON,NC,11043433.0
MORGANTOWN,IN,721000.0
MORGANTOWN,PA,453310.0
MORGANTOWN,WV,14872227.0
MORGANVILLE,NJ,1800198.0
MORIAH CENTER,NY,621910.0
MOROCCO,IN,480000.0
MOROVIS,PR,621990.0
MORRICE,MI,900099.0
MORRILTON,AR,1968100.0
MORRIS,AL,624110.0
MORRIS,IL,1152610.0
MORRIS,MN,2053599.0
MORRIS PLAINS,NJ,1611709.0
MORRISDALE,PA,900099.0
MORRISON,CO,900099.0
MORRISONVILLE,NY,713990.0
MORRISTOWN,NJ,15368953.0
MORRISTOWN,NY,900099.0
MORRISTOWN,TN,19076799.0
MORRISVILLE,NC,4866106.0
MORRISVILLE,NY,1375442.0
MORRISVILLE,PA,1859930.0
MORRISVILLE,VT,2866499.0
MORRO BAY,CA,623000.0
MORROW,AR,623990.0
MORROW,GA,999999.0
MORTON,IL,3307410.0
MORTON,MN,900099.0
MORTON GROVE,IL,2424298.0
MOSCOW,ID,3888229.0
MOSCOW MILLS,MO,900099.0
MOSELEY,VA,624100.0
MOSES LAKE,WA,2845639.0
MOSHEIM,TN,900099.0
MOSINEE,WI,624410.0
MOSS BEACH,CA,541610.0
MOULTON,AL,922160.0
MOULTONBORO,NH,1352099.0
MOULTRIE,GA,811000.0
MOUND,MN,1959830.0
MOUND BAYOU,MS,900099.0
MOUNDS,OK,532000.0
MOUNDS VIEW,MN,1163110.0
MOUNDSVILLE,WV,2172729.0
MOUNT AIRY,GA,611710.0
MOUNT AIRY,MD,900099.0
MOUNT AIRY,NC,1523099.0
MOUNT AYR,IA,1248400.0
MOUNT CALVARY,WI,1868130.0
MOUNT CARMEL,IL,1338110.0
MOUNT CLARE,WV,1182400.0
MOUNT CLEMENS,MI,541100.0
MOUNT DORA,FL,900099.0
MOUNT EATON,OH,621110.0
MOUNT ENTERPRISE,TX,541990.0
MOUNT FREEDOM,NJ,541900.0
MOUNT GILEAD,OH,1461598.0
MOUNT HOLLY,NC,624100.0
MOUNT HOPE,KS,623000.0
MOUNT HOREB,WI,1325020.0
MOUNT JACKSON,VA,1233510.0
MOUNT JEWETT,PA,621910.0
MOUNT JOY,PA,2130329.0
MOUNT JULIET,TN,2958599.0
MOUNT KISCO,NY,7612977.0
MOUNT LAUREL,NJ,13057631.0
MOUNT LOOKOUT,WV,621910.0
MOUNT MORRIS,NY,2857239.0
MOUNT RAINIER,MD,1800198.0
MOUNT ROYAL,NJ,7200792.0
MOUNT SHASTA,CA,1784919.0
MOUNT SOLON,VA,621910.0
MOUNT SUNAPEE,NH,713990.0
MOUNT UPTON,NY,621990.0
MOUNT VERNON,IA,621910.0
MOUNT VERNON,IL,900099.0
MOUNT VERNON,KY,1730900.0
MOUNT VERNON,MO,1246110.0
MOUNT VERNON,NY,4740012.0
MOUNT VERNON,OH,6534948.0
MOUNT VERNON,VA,900099.0
MOUNT VERNON,WA,10851339.0
MOUNT WOLF,PA,621400.0
MOUNTAIN,ND,623000.0
MOUNTAIN BRK,AL,7288419.0
MOUNTAIN CITY,GA,541900.0
MOUNTAIN CTR,CA,721214.0
MOUNTAIN GROVE,MO,531110.0
MOUNTAIN GRV,MO,763310.0
MOUNTAIN HOME,AR,4920979.0
MOUNTAIN HOME,ID,711300.0
MOUNTAIN LKS,NJ,519100.0
MOUNTAIN TOP,PA,2172309.0
MOUNTAIN VIEW,AR,1511709.0
MOUNTAIN VIEW,CA,12433207.0
MOUNTAIN VIEW,MO,1636940.0
MOUNTAINHOME,PA,1611709.0
MOUNTLAKE TER,WA,2138700.0
MOUNTVILLE,PA,1234600.0
MS STATE,MS,1614089.0
MSFC,AL,624410.0
MT ARLINGTON,NJ,624100.0
MT CLEMENS,MI,900099.0
MT ENTERPRISE,TX,624100.0
MT HEALTHY,OH,531110.0
MT HOLLY SPGS,PA,900099.0
MT KISCO,NY,713990.0
MT PLEASANT,IA,3225438.0
MT PLEASANT,MI,4285288.0
MT PLEASANT,OH,900099.0
MT PLEASANT,PA,1637350.0
MT PLEASANT,SC,6234087.0
MT PLEASANT,TX,713990.0
MT PLEASANT,WI,2493410.0
MT PROSPECT,IL,4298997.0
MT PULASKI,IL,623000.0
MT RAINIER,MD,900099.0
MT SHASTA,CA,900099.0
MT STERLING,IL,1614039.0
MT STERLING,KY,2677489.0
MT STERLING,OH,488990.0
MT VERNON,IA,611710.0
MT VERNON,NY,1871520.0
MT WASHINGTON,KY,711210.0
MT ZION,WV,621900.0
MUENSTER,TX,721000.0
MUIR BEACH,CA,611600.0
MUKILTEO,WA,1511699.0
MUKWONAGO,WI,3035898.0
MULDROW,OK,624110.0
MULESHOE,TX,453310.0
MULLICA HILL,NJ,713940.0
MULLIN,TX,623990.0
MULLINS,SC,3762517.0
MUMFORD,NY,611710.0
MUNCIE,IN,12924883.0
MUNCY,PA,1233620.0
MUNDELEIN,IL,900099.0
MUNSTER,IN,1322790.0
MURDOCK,KS,900099.0
MURFREESBORO,NC,900099.0
MURFREESBORO,TN,19941982.0
MURPHY,NC,1619200.0
MURPHY,TX,900099.0
MURPHYSBORO,IL,900099.0
MURRAY,KY,2325119.0
MURRAY,UT,2476929.0
MURRELLS INLT,SC,1274940.0
MURRIETA,CA,7925314.0
MURRYSVILLE,PA,1335850.0
MUSCATINE,IA,6282746.0
MUSE,PA,624200.0
MUSKEGO,WI,2242319.0
MUSKEGON,MI,7086307.0
MUSKEGON HEIGHTS,MI,621400.0
MUSKOGEE,OK,3324228.0
MYAKKA CITY,FL,561520.0
MYERSTOWN,PA,3607198.0
MYRTLE BEACH,SC,8188777.0
MYRTLE POINT,OR,813110.0
MYSTIC,CT,1969680.0
N ATTLEBORO,MA,2237039.0
N BENNINGTON,VT,531120.0
N BETHESDA,MD,5571720.0
N BLOOMFIELD,OH,621910.0
N BRUNSWICK,NJ,6185306.0
N CAMBRIA,PA,900099.0
N CHARLESTON,SC,10847433.0
N CHELMSFORD,MA,1411229.0
N CHESTERFIELD,VA,624200.0
N CHESTERFLD,VA,6821848.0
N DARTMOUTH,MA,611600.0
N DINWIDDIE,VA,623990.0
N EASTON,MA,900099.0
N FT MYERS,FL,611600.0
N HIGHLANDS,CA,900099.0
N HOLLYWOOD,CA,9338980.0
N HUNTINGDON,PA,621910.0
N KANSAS CITY,MO,900099.0
N KINGSTOWN,RI,3367009.0
N LAS VEGAS,NV,2065420.0
N LAUDERDALE,FL,611110.0
N LITTLE ROCK,AR,11363005.0
N MANCHESTER,IN,2431710.0
N MASSAPEQUA,NY,624410.0
N MIAMI BEACH,FL,9267858.0
N MYRTLE BCH,SC,1684490.0
N PALM BEACH,FL,1933790.0
N QUINCY,MA,532000.0
N RICHLND HLS,TX,611430.0
N RIVERSIDE,IL,623312.0
N ROYALTON,OH,1154110.0
N SALT LAKE,UT,611710.0
N SMITHFIELD,RI,623000.0
N SPRINGFIELD,PA,713990.0
N STONINGTON,CT,621910.0
N SYRACUSE,NY,2059030.0
N TONAWANDA,NY,3396339.0
N TOPSAIL BCH,NC,541900.0
N VERSAILLES,PA,1685910.0
N WILKESBORO,NC,5060540.0
N WOODSTOCK,NH,621910.0
N YARMOUTH,ME,900099.0
NACHES,WA,616000.0
NACOGDOCHES,TX,3297940.0
NAHCOTTA,WA,523920.0
NAMPA,ID,3300809.0
NANCY,KY,900099.0
NANTUCKET,MA,15053436.0
NANUET,NY,4848376.0
NAPA,CA,19577843.0
NAPERVILLE,IL,20956071.0
NAPLES,FL,23574703.0
NAPLES,NY,1333020.0
NAPOLEON,ND,1244910.0
NAPOLEON,OH,5170238.0
NAPPANEE,IN,3156930.0
NARBERTH,PA,2747619.0
NARRAGANSETT,RI,1866569.0
NARROWSBURG,NY,621910.0
NASHOTAH,WI,1235910.0
NASHPORT,OH,611430.0
NASHUA,NH,12894175.0
NASHVILLE,AR,900099.0
NASHVILLE,IN,2342098.0
NASHVILLE,TN,127300834.0
NASSAU,DE,900099.0
NATALIA,TX,900099.0
NATCHEZ,MS,1253090.0
NATCHITOCHES,LA,1253230.0
NATICK,MA,9538700.0
NATIONAL CITY,CA,2993614.0
NATURITA,CO,621500.0
NAUGATUCK,CT,4936246.0
NAVARRE,FL,999999.0
NAVASOTA,TX,1614089.0
NAVASSA,NC,900099.0
NAZARETH,PA,2511808.0
NE HARBOR,ME,2143619.0
NEBO,NC,3311407.0
NEDERLAND,CO,1335600.0
NEDROW,NY,1183610.0
NEEDHAM,MA,6577428.0
NEEDMORE,PA,488490.0
NEEDVILLE,TX,1235910.0
NEENAH,WI,6877537.0
NEILLSVILLE,WI,2052319.0
NELSONVILLE,OH,2764899.0
NEODESHA,KS,532000.0
NEOGA,IL,624410.0
NEOLA,IA,713940.0
NEOSHO,MO,2411798.0
NEPTUNE,NJ,3833210.0
NERINX,KY,623000.0
NESCONSET,NY,624100.0
NESQUEHONING,PA,621910.0
NETTLETON,MS,624410.0
NEVADA,IA,864217.0
NEVADA,MO,1614039.0
NEVADA CITY,CA,4401319.0
NEW ALBANY,IN,1687420.0
NEW ALBANY,MS,1346620.0
NEW ALBANY,OH,4773518.0
NEW ALEXANDRI,PA,900099.0
NEW AUBURN,WI,900099.0
NEW BEDFORD,MA,9697340.0
NEW BERLIN,IL,713990.0
NEW BERLIN,NY,1687000.0
NEW BERLIN,WI,2148409.0
NEW BERN,NC,4115597.0
NEW BOSTON,NH,1800198.0
NEW BRAUNFELS,TX,11756702.0
NEW BRIGHTON,MN,2424298.0
NEW BRIGHTON,PA,1337930.0
NEW BRITAIN,CT,7304658.0
NEW BRUNSWICK,NJ,9178906.0
NEW BUFFALO,MI,454110.0
NEW BUFFALO,PA,900099.0
NEW BURNSIDE,IL,525990.0
NEW CANAAN,CT,10697404.0
NEW CANEY,TX,900099.0
NEW CARLISLE,OH,531110.0
NEW CASTLE,DE,5185188.0
NEW CASTLE,IN,3868819.0
NEW CASTLE,PA,7539796.0
NEW CITY,NY,4446209.0
NEW CUMBERLAND,PA,900099.0
NEW CUMBERLAND,WV,621910.0
NEW CUMBERLND,PA,900099.0
NEW CUMBERLND,WV,900099.0
NEW CUYAMA,CA,721000.0
NEW DEAL,TX,621910.0
